Temperature[C],Humidity[%],TVOC[ppb],eCO2[ppm],Raw H2,Raw Ethanol,Pressure[hPa],PM1.0,PM2.5,NC0.5,NC1.0,NC2.5,CNT,target
13.916,52.06,1149,469,12859,19441,938.863,2.12,2.2,14.57,2.272,0.051,14801,1
25.96,47.45,128,413,12772,20603,937.414,1.78,1.84,12.22,1.905,0.043,1516,0
14.766,47.16,1080,446,12867,19454,938.873,1.97,2.04,13.55,2.112,0.048,14604,1
19.423,47.03,1090,573,12833,19465,938.97,1.94,2.01,13.32,2.078,0.047,12384,1
25.16,49.99,1425,431,12959,19377,938.734,1.94,2.02,13.36,2.083,0.047,22354,1
24.48,53.71,1117,400,12911,19452,938.702,1.63,1.7,11.25,1.754,0.04,17757,1
13.08,57.23,16,400,13016,19922,939.748,0.13,0.14,0.93,0.144,0.003,969,0
13.554,47.86,1099,435,12870,19455,938.82,1.85,1.92,12.73,1.985,0.045,14895,1
-5.24,51.22,360,400,13060,19907,939.278,0.35,0.36,2.4,0.375,0.008,9117,1
28.65,41.86,131,400,12792,20596,937.371,1.83,1.9,12.61,1.966,0.044,1898,0
18.57,55.28,297,400,13112,19964,939.413,0.31,0.33,2.15,0.336,0.008,7799,1
19.93,53.14,131,400,13222,20077,939.666,2.42,2.51,16.63,2.594,0.059,3959,1
18.47,57.3,382,400,13043,19880,939.267,0.27,0.28,1.85,0.288,0.007,9187,1
-0.964,47.28,140,400,13215,20070,939.652,2.03,2.11,13.96,2.177,0.049,4047,1
16.627,52.75,73,400,13195,20100,939.624,0.84,0.87,5.79,0.903,0.02,2581,0
25.67,48.31,148,413,12781,20564,937.358,1.99,2.07,13.68,2.134,0.048,2062,0
-1.584,47.35,120,400,13223,20093,939.613,1.95,2.03,13.44,2.095,0.047,4106,1
20.525,47.72,1216,408,12927,19438,938.692,1.4,1.45,9.63,1.501,0.034,19282,1
19.82,54.21,110,400,13229,20110,939.655,2.33,2.42,16.05,2.503,0.057,4380,1
21.12,51.4,365,400,13088,19854,939.669,1.41,1.47,9.71,1.515,0.034,3635,1
14.597,53.73,1128,400,12899,19443,938.784,2.11,2.2,14.55,2.269,0.051,17099,1
-5.002,47.48,99,403,12779,20615,937.433,1.66,1.73,11.43,1.783,0.04,1634,0
21.71,50.91,27,400,13248,20204,939.739,2.09,2.17,14.35,2.238,0.051,5467,1
51.78,22.2,19205,618,12699,18952,936.892,0.51,0.53,3.51,0.548,0.012,4473,0
16.765,49.33,1107,501,12846,19446,938.914,1.63,1.69,11.21,1.748,0.039,14194,1
-5.217,58.27,381,400,13041,19874,939.268,0.49,0.51,3.35,0.523,0.012,9197,1
24.62,52.96,1111,465,12853,19445,938.892,1.86,1.93,12.8,1.995,0.045,14570,1
20.88,50.91,357,400,13074,19907,939.289,0.24,0.25,1.66,0.258,0.006,8784,1
24.41,53.11,1097,591,12816,19459,939.033,2.19,2.27,15.06,2.348,0.053,11932,1
17.999,52.74,11,400,13211,20148,939.64,1.29,1.34,8.87,1.383,0.031,2459,0
19.2,66.4,622,559,12866,19646,939.202,2.35,2.44,16.18,2.524,0.057,9316,1
18.63,55.0,310,400,13107,19956,939.383,0.29,0.3,1.99,0.31,0.007,8019,1
-7.512,53.73,168,400,13174,20101,939.647,0.79,0.82,5.41,0.843,0.019,6362,1
19.19,63.67,0,400,13464,20369,939.303,2.1,2.19,14.48,2.258,0.051,3183,1
20.3,54.56,216,400,13142,20036,939.539,0.54,0.56,3.73,0.581,0.013,7141,1
19.89,51.66,52,400,13215,20130,939.636,1.04,1.08,7.16,1.116,0.025,2597,0
25.95,47.38,1285,431,12914,19409,938.703,1.29,1.34,8.89,1.386,0.031,19591,1
20.791,26.99,12595,464,12789,19172,936.883,0.69,0.72,4.75,0.741,0.017,4362,0
38.25,18.09,839,14786,11788,19262,930.914,20.18,20.96,138.86,21.654,0.489,372,1
-15.965,48.3,1446,415,12975,19378,938.713,1.66,1.73,11.45,1.785,0.04,23899,1
-18.927,11.52,5232,400,13396,19668,936.715,0.68,0.7,4.65,0.725,0.016,5443,0
20.54,49.52,33,400,13244,20196,939.718,2.2,2.28,15.13,2.36,0.053,5312,1
25.65,52.63,929,612,12813,19486,939.088,2.35,2.44,16.19,2.525,0.057,11119,1
-7.938,55.26,170,400,13171,20095,939.661,0.97,1.01,6.7,1.045,0.024,6232,1
19.806,47.97,1166,400,12923,19430,938.703,1.69,1.76,11.66,1.819,0.041,19518,1
-1.539,55.42,927,712,12769,19500,939.055,2.39,2.48,16.45,2.566,0.058,10199,1
-15.675,22.69,60000,17853,10989,15720,936.82,8473.03,14944.28,42886.67,16438.359,6166.52,5102,0
-4.715,50.06,350,400,13084,19917,939.331,0.27,0.28,1.86,0.289,0.007,8459,1
14.46,55.96,19,400,13078,19957,939.71,0.39,0.41,2.69,0.419,0.009,1295,0
21.558,41.85,0,410,12873,20792,937.606,2.02,2.1,13.89,2.166,0.049,26,0
26.9,47.73,1082,486,12858,19454,938.907,1.58,1.64,10.88,1.697,0.038,14175,1
25.639,49.6,31,400,12801,19782,939.819,0.26,0.27,1.8,0.281,0.006,544,0
26.94,47.92,1212,400,12914,19422,938.694,1.77,1.84,12.18,1.9,0.043,18978,1
20.674,53.62,1220,403,12920,19424,938.701,1.47,1.52,10.09,1.574,0.036,19193,1
26.64,49.09,1103,400,12904,19451,938.743,1.43,1.49,9.86,1.537,0.035,17529,1
-13.472,50.68,1360,401,12983,19384,938.747,1.52,1.58,10.46,1.63,0.037,24035,1
-5.158,53.35,71,400,13242,20147,939.651,2.1,2.19,14.48,2.258,0.051,4489,1
21.42,50.83,150,400,13185,20118,939.671,0.91,0.95,6.28,0.98,0.022,6189,1
17.267,53.14,1115,492,12847,19446,938.904,2.01,2.09,13.82,2.156,0.049,14093,1
19.476,47.91,1176,400,12912,19435,938.715,1.68,1.74,11.54,1.799,0.041,18318,1
11.623,51.53,180,400,13143,19991,939.658,0.7,0.73,4.84,0.755,0.017,2998,0
38.64,38.08,9260,400,12909,19384,936.897,0.41,0.43,2.85,0.444,0.01,4195,0
17.77,53.84,0,400,13224,20159,939.617,0.95,0.99,6.55,1.022,0.023,2468,0
15.875,51.9,1224,413,12925,19415,938.737,1.35,1.4,9.28,1.447,0.033,20078,1
26.94,47.96,1308,403,12986,19402,938.85,2.17,2.26,14.95,2.331,0.053,24868,1
31.67,55.5,2668,400,13318,19953,936.935,0.78,0.81,5.39,0.84,0.019,4050,0
14.839,50.09,1141,400,12900,19452,938.787,1.25,1.3,8.59,1.34,0.03,17166,1
20.593,51.7,1073,551,12829,19466,938.953,2.04,2.12,14.02,2.185,0.049,12700,1
-4.328,46.87,92,400,12803,20635,937.408,1.91,1.98,13.14,2.05,0.046,1704,0
-18.489,48.3,1350,401,12966,19392,938.725,1.89,1.96,12.98,2.024,0.046,22456,1
-8.97,44.2,119,424,12770,20616,937.462,2.07,2.15,14.24,2.22,0.05,1197,0
18.305,47.53,1126,490,12853,19443,938.931,2.09,2.17,14.38,2.242,0.051,13877,1
24.4,54.0,1191,405,12930,19436,938.705,1.9,1.97,13.08,2.04,0.046,19619,1
12.652,47.73,1088,421,12875,19456,938.805,2.2,2.29,15.18,2.366,0.053,15196,1
26.43,50.21,1381,400,12977,19383,938.718,1.88,1.95,12.91,2.013,0.045,23947,1
18.183,49.01,1186,401,12929,19438,938.707,1.9,1.97,13.08,2.04,0.046,19810,1
25.27,51.02,870,685,12789,19513,939.069,2.1,2.18,14.43,2.25,0.051,10290,1
-4.71,48.09,101,400,12803,20624,937.376,1.78,1.85,12.24,1.908,0.043,1943,0
24.34,54.21,1398,415,12971,19384,938.696,1.81,1.88,12.46,1.944,0.044,23458,1
20.704,47.42,1212,400,12924,19426,938.71,1.48,1.54,10.18,1.587,0.036,19169,1
25.85,47.6,1404,414,12957,19384,938.751,2.06,2.14,14.15,2.207,0.05,22651,1
24.49,52.28,925,400,13027,19504,938.71,3.11,3.23,21.38,3.334,0.075,20630,1
18.75,55.01,362,400,13058,19899,939.275,0.36,0.37,2.45,0.382,0.009,8911,1
21.443,53.15,0,400,13174,20080,939.653,0.9,0.94,6.23,0.971,0.022,2123,0
-21.246,47.78,1366,401,12969,19381,938.73,2.09,2.17,14.38,2.242,0.051,22825,1
8.793,64.29,14,400,13276,20206,939.708,2.43,2.52,16.72,2.608,0.059,3225,1
19.672,52.72,1118,516,12846,19443,938.859,2.01,2.09,13.85,2.16,0.049,13548,1
25.3,51.03,929,687,12786,19504,939.087,2.48,2.58,17.08,2.664,0.06,10348,1
19.977,20.65,3444,400,12902,19751,936.845,0.62,0.65,4.27,0.666,0.015,4246,0
-4.844,62.65,644,667,12799,19611,939.151,2.38,2.48,16.4,2.558,0.058,9500,1
3.246,48.67,961,664,12795,19488,939.066,2.18,2.27,15.01,2.34,0.053,10718,1
13.902,51.41,127,400,13165,20044,939.627,0.92,0.95,6.31,0.984,0.022,2812,0
-7.407,53.53,1287,400,13003,19404,938.788,2.02,2.1,13.9,2.168,0.049,24292,1
36.5,21.96,330,4540,12394,19655,931.022,33.64,34.95,231.52,36.103,0.815,323,1
20.706,51.45,1157,400,12932,19444,938.709,1.54,1.6,10.57,1.648,0.037,18844,1
20.712,50.81,1092,512,12852,19462,938.91,2.22,2.31,15.3,2.386,0.054,13144,1
13.748,42.07,168,400,13172,20983,937.02,1.84,1.91,12.65,1.973,0.045,3870,0
-5.195,47.66,124,410,12784,20600,937.334,1.83,1.9,12.57,1.961,0.044,2051,0
8.841,53.75,1082,652,12794,19458,939.082,2.14,2.23,14.75,2.3,0.052,11226,1
12.49,41.22,0,400,13143,20977,937.462,1.97,2.05,13.58,2.117,0.048,3509,0
26.63,48.24,1007,570,12829,19469,939.037,1.77,1.84,12.22,1.905,0.043,12131,1
24.83,52.2,1147,461,12866,19436,938.813,1.83,1.9,12.61,1.967,0.044,14922,1
20.01,52.56,163,400,13211,20050,939.666,2.21,2.3,15.23,2.376,0.054,3840,1
-4.919,56.87,646,558,12860,19614,939.188,2.9,3.01,19.97,3.114,0.07,9462,1
16.755,49.35,209,442,12761,20505,937.381,1.81,1.88,12.44,1.94,0.044,3262,0
26.0,73.08,1281,400,13336,20294,937.1,0.85,0.88,5.85,0.912,0.021,3970,0
20.743,46.11,188,438,12765,20537,937.424,1.97,2.05,13.59,2.119,0.048,2938,0
-14.546,50.61,1366,413,12958,19388,938.712,1.6,1.66,11.0,1.715,0.039,22115,1
18.382,51.23,12,400,13205,20134,939.618,1.08,1.12,7.45,1.161,0.026,2424,0
29.14,40.82,59,437,12779,20697,937.558,1.82,1.89,12.49,1.948,0.044,759,0
12.08,53.74,1247,400,12952,19410,938.742,2.17,2.25,14.92,2.327,0.053,20400,1
20.255,52.93,1207,410,12909,19426,938.738,1.8,1.87,12.37,1.929,0.044,18585,1
25.85,49.78,967,669,12791,19489,939.099,2.41,2.5,16.57,2.584,0.058,10707,1
25.2,49.98,1207,474,12854,19438,938.844,2.4,2.49,16.5,2.573,0.058,14795,1
13.847,42.28,159,418,12779,20556,937.349,1.68,1.74,11.55,1.8,0.041,2686,0
-4.766,53.31,230,400,13146,20036,939.515,0.49,0.5,3.34,0.521,0.012,7201,1
26.85,48.26,1122,400,12933,19448,938.692,1.83,1.9,12.56,1.959,0.044,19635,1
20.99,49.98,311,400,13115,19953,939.402,0.21,0.22,1.44,0.224,0.005,8174,1
13.561,48.07,1124,448,12866,19448,938.801,1.94,2.01,13.34,2.081,0.047,14893,1
-19.655,47.78,1295,400,12974,19407,938.753,1.94,2.02,13.37,2.085,0.047,22585,1
28.53,42.21,86,400,12791,20632,937.395,1.94,2.02,13.37,2.085,0.047,1774,0
17.42,50.04,0,400,13103,20002,939.708,0.35,0.37,2.43,0.379,0.009,1371,0
-18.909,53.73,1350,406,12978,19391,938.71,1.86,1.93,12.77,1.992,0.045,23689,1
17.139,52.45,51,400,13210,20126,939.643,0.95,0.99,6.55,1.022,0.023,2536,0
26.87,48.06,1312,400,12971,19392,938.717,1.95,2.02,13.41,2.091,0.047,22339,1
24.45,53.82,1371,409,12974,19388,938.697,1.81,1.89,12.49,1.947,0.044,23211,1
20.99,45.79,102,400,13182,20061,939.623,0.98,1.02,6.74,1.052,0.024,2793,0
26.39,50.47,1325,400,12975,19399,938.718,1.91,1.98,13.15,2.05,0.046,22806,1
