age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,target
39,2,1,1,0,0,0,0,9,3,106,4,16,2,0,-3.4,92.379,-29.8,0.819,5017.5,0
36,1,2,2,0,0,0,1,4,4,377,1,999,0,1,1.4,94.465,-41.8,4.864,5228.1,0
42,9,0,5,0,2,0,0,1,3,265,11,999,0,1,1.4,93.444,-36.1,4.965,5228.1,0
43,0,1,3,0,2,0,1,4,0,11,15,999,0,1,1.4,94.465,-41.8,4.959,5228.1,0
30,0,2,3,0,2,0,1,3,4,196,3,999,0,1,1.4,93.918,-42.7,4.963,5228.1,0
33,1,1,0,1,0,0,1,6,3,210,1,999,0,1,1.1,93.994,-36.4,4.856,5191.0,0
36,9,1,5,1,2,0,0,1,0,314,2,999,0,1,1.4,93.444,-36.1,4.964,5228.1,0
24,4,1,2,0,0,0,1,3,4,127,11,999,0,1,1.4,93.918,-42.7,4.957,5228.1,0
35,1,0,2,0,2,0,1,6,0,461,1,999,0,1,1.1,93.994,-36.4,4.864,5191.0,0
32,1,0,2,0,0,0,1,6,4,129,1,999,0,1,1.1,93.994,-36.4,4.858,5191.0,0
39,9,1,3,0,0,0,0,3,2,28,1,999,0,1,1.4,93.918,-42.7,4.968,5228.1,0
39,1,1,2,0,0,2,0,6,1,124,3,999,2,0,-1.8,92.893,-46.2,1.354,5099.1,0
53,11,2,7,0,2,0,0,3,2,343,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
27,9,2,2,1,0,0,0,3,0,171,7,999,0,1,1.4,93.918,-42.7,4.957,5228.1,0
42,4,1,6,0,2,2,1,3,4,270,1,999,0,1,1.4,93.918,-42.7,4.963,5228.1,0
29,0,2,2,1,2,0,1,6,4,198,1,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
29,1,1,2,0,0,0,0,6,4,54,1,6,1,2,-1.8,92.893,-46.2,1.281,5099.1,0
37,9,1,5,0,0,0,0,1,3,103,1,999,0,1,1.4,93.444,-36.1,4.965,5228.1,0
26,7,2,3,0,0,0,0,6,2,243,1,999,0,1,-1.8,92.893,-46.2,1.266,5099.1,0
31,9,1,6,0,0,2,1,6,4,125,2,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
32,0,1,6,0,0,0,1,4,4,525,2,999,0,1,1.4,94.465,-41.8,4.864,5228.1,1
41,0,1,6,1,0,0,0,1,3,21,17,999,0,1,1.4,93.444,-36.1,4.963,5228.1,0
28,1,2,0,0,0,0,1,4,3,320,1,999,0,1,1.4,94.465,-41.8,4.864,5228.1,0
39,1,1,1,0,0,2,1,6,3,269,1,999,0,1,1.1,93.994,-36.4,4.856,5191.0,0
55,0,1,5,0,0,0,0,1,1,381,4,999,0,1,1.4,93.444,-36.1,4.965,5228.1,0
77,4,2,2,0,0,0,0,4,1,84,2,999,1,0,-2.9,92.963,-40.8,1.266,5076.2,0
42,0,0,6,0,2,0,0,6,0,243,1,999,0,1,-1.8,92.893,-46.2,1.313,5099.1,0
56,5,1,6,0,0,0,0,1,3,331,1,999,0,1,1.4,93.444,-36.1,4.963,5228.1,0
34,1,1,2,0,0,0,1,6,3,95,3,999,0,1,1.1,93.994,-36.4,4.856,5191.0,0
34,0,2,3,0,2,0,0,6,0,655,2,999,0,1,-1.8,92.893,-46.2,1.25,5099.1,1
32,0,1,6,0,2,2,0,1,4,224,1,999,0,1,1.4,93.444,-36.1,4.965,5228.1,0
49,7,1,3,0,2,0,0,1,1,234,8,999,0,1,1.4,93.444,-36.1,4.965,5228.1,0
41,1,1,0,0,2,0,0,3,1,1103,3,999,0,1,1.4,93.918,-42.7,4.96,5228.1,0
36,9,1,6,0,2,2,1,6,1,486,1,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
38,0,2,6,0,2,2,0,6,1,30,7,999,0,1,-1.8,92.893,-46.2,1.244,5099.1,0
35,4,1,6,1,2,2,0,1,4,216,7,999,0,1,1.4,93.444,-36.1,4.964,5228.1,0
47,0,0,6,0,2,0,0,0,1,40,1,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
32,11,3,6,0,2,2,1,6,3,40,1,999,0,1,1.1,93.994,-36.4,4.856,5191.0,0
35,1,1,5,0,2,2,1,6,0,65,1,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
36,9,1,6,0,0,0,1,4,3,181,1,999,0,1,1.4,94.465,-41.8,4.961,5228.1,0
46,7,1,7,0,2,0,0,1,0,134,1,999,0,1,1.4,93.444,-36.1,4.964,5228.1,0
44,1,1,1,0,2,0,0,6,4,278,1,999,0,1,-1.8,92.893,-46.2,1.334,5099.1,0
33,2,1,6,0,2,2,0,7,4,380,2,999,0,1,-0.1,93.2,-42.0,4.12,5195.8,0
30,0,2,6,0,0,0,0,6,4,82,2,999,1,0,-1.8,92.893,-46.2,1.334,5099.1,0
44,0,1,0,1,2,0,0,1,3,222,1,999,0,1,1.4,93.444,-36.1,4.968,5228.1,0
36,10,1,5,0,2,0,1,4,0,12,1,999,0,1,-1.7,94.055,-39.8,0.748,4991.6,0
45,7,2,3,1,2,0,0,7,0,670,1,999,0,1,-0.1,93.2,-42.0,4.021,5195.8,0
58,6,1,6,0,0,0,0,7,4,106,1,999,0,1,-3.4,92.649,-30.1,0.716,5017.5,0
25,3,2,3,0,0,0,0,3,4,1156,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
34,9,1,5,0,0,2,0,1,0,118,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,0
31,7,2,2,1,2,0,0,7,0,232,2,999,0,1,-0.1,93.2,-42.0,4.021,5195.8,0
40,0,0,3,0,0,0,0,1,2,46,2,999,0,1,1.4,93.444,-36.1,4.962,5228.1,0
42,9,0,5,0,2,0,0,0,3,157,1,999,1,0,-1.8,93.075,-47.1,1.453,5099.1,0
46,9,1,6,1,0,2,1,4,2,993,6,999,0,1,1.4,94.465,-41.8,4.958,5228.1,1
39,9,1,6,0,0,0,0,1,1,101,5,999,0,1,1.4,93.444,-36.1,4.965,5228.1,0
59,1,1,2,1,0,0,1,6,2,668,2,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
29,0,2,6,0,0,0,0,7,4,308,4,999,0,1,-0.1,93.2,-42.0,4.12,5195.8,0
41,7,1,3,1,2,2,1,6,3,41,1,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
47,3,1,0,1,0,0,0,3,1,139,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
30,1,2,2,1,0,2,1,6,1,36,2,999,0,1,1.1,93.994,-36.4,4.858,5191.0,0
30,0,2,6,0,0,0,0,3,0,98,2,999,0,1,1.4,93.918,-42.7,4.963,5228.1,0
30,9,2,6,0,0,2,0,1,0,81,2,999,0,1,1.4,93.444,-36.1,4.964,5228.1,0
31,9,2,6,0,2,0,0,7,2,88,5,999,0,1,-0.1,93.2,-42.0,4.076,5195.8,0
30,0,2,6,0,0,0,0,1,0,60,3,999,0,1,1.4,93.444,-36.1,4.966,5228.1,0
38,9,1,5,0,0,0,0,7,4,62,3,999,1,0,-0.1,93.2,-42.0,4.12,5195.8,0
34,9,2,7,0,2,0,0,1,2,320,2,3,1,2,-2.9,92.201,-31.4,0.851,5076.2,1
54,6,0,5,0,2,0,0,6,2,553,2,999,0,1,-1.8,92.893,-46.2,1.266,5099.1,0
49,1,1,2,0,0,2,1,4,3,156,2,999,0,1,1.4,94.465,-41.8,4.961,5228.1,0
50,0,0,2,0,2,0,0,7,3,128,2,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
44,0,1,6,1,0,2,0,1,4,227,1,999,0,1,1.4,93.444,-36.1,4.965,5228.1,0
57,1,1,0,1,0,0,0,3,0,179,2,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
47,1,1,5,1,0,0,1,6,1,571,1,999,0,1,1.1,93.994,-36.4,4.858,5191.0,0
38,9,2,6,0,0,2,1,6,1,20,1,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
58,5,1,5,1,0,2,0,1,1,85,5,999,0,1,1.4,93.444,-36.1,4.965,5228.1,0
35,9,1,6,1,2,0,0,7,4,337,1,999,0,1,-0.1,93.2,-42.0,4.12,5195.8,0
47,1,1,2,0,2,0,1,6,4,224,2,999,0,1,1.1,93.994,-36.4,4.859,5191.0,0
55,4,0,6,0,0,2,0,0,1,916,1,999,0,1,-1.8,93.075,-47.1,1.466,5099.1,0
36,9,1,6,0,0,0,1,6,4,146,2,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
36,4,1,6,0,0,0,0,6,2,164,2,999,0,1,-1.8,92.893,-46.2,1.266,5099.1,0
33,6,1,6,0,0,0,1,6,3,367,5,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
29,9,0,5,0,0,0,0,7,3,55,1,999,1,0,-0.1,93.2,-42.0,4.153,5195.8,0
38,1,2,3,0,2,0,0,5,4,355,1,13,2,0,-1.8,93.369,-34.8,0.655,5008.7,1
29,10,2,6,0,2,0,1,4,4,201,2,999,0,1,1.4,94.465,-41.8,4.864,5228.1,0
45,1,1,0,0,0,0,1,3,0,407,1,999,0,1,1.4,93.918,-42.7,4.959,5228.1,0
55,10,1,6,0,2,0,0,3,4,387,1,999,0,1,1.4,93.918,-42.7,4.963,5228.1,0
41,0,2,6,0,2,0,1,6,4,139,1,999,0,1,1.1,93.994,-36.4,4.859,5191.0,0
35,9,2,5,1,2,0,0,3,2,53,1,999,0,1,1.4,93.918,-42.7,4.968,5228.1,0
28,9,2,5,0,2,0,0,3,4,111,1,999,0,1,1.4,93.918,-42.7,4.963,5228.1,0
51,10,1,0,1,2,0,1,6,2,249,2,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
36,0,2,3,0,0,0,1,3,0,219,2,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
39,7,1,7,1,2,0,0,3,4,40,1,999,0,1,1.4,93.918,-42.7,4.963,5228.1,0
38,9,0,5,0,2,0,0,1,0,117,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,0
37,1,1,0,0,0,2,1,4,2,640,3,999,0,1,1.4,94.465,-41.8,4.958,5228.1,0
23,0,2,6,0,2,2,1,3,1,69,3,999,0,1,1.4,93.918,-42.7,4.96,5228.1,0
39,0,2,6,0,2,2,0,6,1,292,1,999,0,1,-1.8,92.893,-46.2,1.299,5099.1,0
41,2,1,6,0,2,0,0,1,2,736,1,999,0,1,-1.7,94.027,-38.3,0.904,4991.6,1
44,0,2,6,0,2,0,1,6,0,141,2,999,0,1,1.1,93.994,-36.4,4.859,5191.0,0
44,1,1,2,1,1,1,1,6,4,199,1,999,0,1,1.1,93.994,-36.4,4.856,5191.0,0
57,4,1,6,0,2,2,0,7,0,283,1,999,1,0,-0.1,93.2,-42.0,4.021,5195.8,0
43,0,1,3,0,2,0,0,3,4,25,1,999,0,1,1.4,93.918,-42.7,4.963,5228.1,0
37,9,2,5,0,2,0,0,1,2,286,2,999,0,1,1.4,93.444,-36.1,4.964,5228.1,0
37,0,1,6,0,0,2,0,1,3,118,1,999,0,1,1.4,93.444,-36.1,4.963,5228.1,0
28,9,2,3,0,2,2,0,0,2,48,4,999,1,0,-1.8,93.075,-47.1,1.41,5099.1,0
31,1,2,2,0,2,0,0,3,3,342,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
35,0,2,0,1,1,1,1,4,0,248,2,999,0,1,1.4,94.465,-41.8,4.967,5228.1,0
31,2,2,6,0,2,2,0,6,2,204,1,999,0,1,-1.8,92.893,-46.2,1.266,5099.1,0
58,1,1,2,0,2,0,0,1,1,190,3,999,0,1,1.4,93.444,-36.1,4.97,5228.1,0
29,0,1,3,0,0,0,0,1,1,128,2,999,0,1,1.4,93.444,-36.1,4.963,5228.1,0
60,5,1,6,0,0,0,0,9,2,529,2,6,1,2,-1.1,94.199,-37.5,0.884,4963.6,1
28,1,1,1,0,2,0,1,6,1,120,2,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
40,1,1,1,1,0,0,1,4,1,93,3,999,0,1,1.4,94.465,-41.8,4.947,5228.1,0
27,6,1,5,0,0,0,1,7,4,669,1,999,0,1,-0.1,93.2,-42.0,4.663,5195.8,1
32,1,1,2,0,1,1,0,6,2,1020,1,999,0,1,-1.8,92.893,-46.2,1.266,5099.1,1
32,9,1,5,0,0,0,0,1,4,153,1,999,0,1,1.4,93.444,-36.1,4.967,5228.1,0
41,9,1,6,0,2,2,0,6,0,170,4,999,0,1,-1.8,92.893,-46.2,1.313,5099.1,0
44,0,1,3,0,2,2,0,6,0,111,4,999,0,1,-1.8,92.893,-46.2,1.25,5099.1,0
55,5,1,1,1,2,0,1,3,3,554,3,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
36,1,1,1,1,1,1,1,6,1,190,1,999,0,1,1.1,93.994,-36.4,4.858,5191.0,0
30,1,1,2,0,0,0,0,3,1,78,4,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
36,7,1,3,0,2,2,0,1,2,227,2,999,1,0,-2.9,92.201,-31.4,0.873,5076.2,1
36,9,1,5,0,0,0,1,4,4,183,9,999,0,1,1.4,94.465,-41.8,4.959,5228.1,0
33,0,1,6,0,0,0,0,9,1,369,3,999,0,1,-1.1,94.199,-37.5,0.882,4963.6,1
38,0,1,6,0,0,0,1,4,0,24,5,999,0,1,1.4,94.465,-41.8,4.959,5228.1,0
56,2,1,0,1,2,0,0,3,2,20,20,999,0,1,1.4,93.918,-42.7,4.968,5228.1,0
60,0,1,6,0,0,0,0,0,0,246,3,999,0,1,-1.8,93.075,-47.1,1.405,5099.1,0
37,9,1,3,0,2,0,1,4,3,267,3,999,0,1,1.4,94.465,-41.8,4.864,5228.1,0
23,1,2,2,0,0,0,0,3,1,360,3,999,0,1,1.4,93.918,-42.7,4.96,5228.1,0
49,1,1,7,0,0,0,1,6,2,809,3,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
27,0,2,6,0,2,0,0,3,2,252,1,999,0,1,1.4,93.918,-42.7,4.963,5228.1,0
29,6,1,1,1,0,0,1,4,0,24,11,999,0,1,1.4,94.465,-41.8,4.959,5228.1,0
23,0,2,3,0,2,0,0,6,0,236,4,999,1,0,-1.8,92.893,-46.2,1.25,5099.1,0
50,7,1,3,1,2,0,1,4,3,235,1,999,0,1,1.4,94.465,-41.8,4.864,5228.1,0
41,3,1,3,0,0,0,0,6,4,174,2,999,0,1,-1.8,92.893,-46.2,1.281,5099.1,0
20,8,2,0,0,2,0,0,1,4,267,1,999,0,1,-2.9,92.201,-31.4,0.879,5076.2,1
29,1,0,3,0,0,0,0,6,0,199,2,999,1,0,-1.8,92.893,-46.2,1.25,5099.1,0
42,0,1,1,0,2,0,1,4,4,300,3,999,0,1,1.4,94.465,-41.8,4.962,5228.1,0
54,0,0,3,0,0,0,0,7,0,639,2,999,1,0,-0.1,93.2,-42.0,4.021,5195.8,0
42,0,0,6,0,0,2,1,6,0,161,1,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
36,0,2,7,0,2,0,0,5,2,231,1,999,0,1,-1.8,93.369,-34.8,0.635,5008.7,0
24,3,1,2,0,0,0,0,6,4,45,4,999,0,1,-1.8,92.893,-46.2,1.281,5099.1,0
47,0,1,6,0,0,0,0,3,0,84,3,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
49,0,1,6,0,0,0,0,7,3,163,1,999,1,0,-0.1,93.2,-42.0,4.153,5195.8,0
56,6,1,6,0,2,0,0,7,4,108,1,999,0,1,-0.1,93.2,-42.0,4.12,5195.8,0
55,5,1,0,0,0,0,0,3,4,761,1,999,0,1,1.4,93.918,-42.7,4.963,5228.1,1
26,9,1,3,0,0,0,0,3,1,114,2,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
43,9,0,5,0,2,0,0,3,2,87,3,999,0,1,1.4,93.918,-42.7,4.968,5228.1,0
36,1,2,2,1,0,0,0,6,4,233,3,999,0,1,-1.8,92.893,-46.2,1.281,5099.1,0
34,1,1,2,0,0,0,1,4,0,114,10,999,0,1,1.4,94.465,-41.8,4.959,5228.1,0
32,2,1,6,0,1,1,0,6,0,416,1,999,0,1,-1.8,92.893,-46.2,1.25,5099.1,1
72,5,1,5,0,0,0,0,5,0,87,1,3,1,2,-1.8,93.369,-34.8,0.653,5008.7,1
26,7,2,3,0,2,0,0,3,4,75,10,999,0,1,1.4,93.918,-42.7,4.963,5228.1,0
29,7,1,3,0,2,0,1,6,3,95,4,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
49,10,1,3,1,2,0,0,1,0,109,1,999,0,1,1.4,93.444,-36.1,4.964,5228.1,0
52,1,1,3,1,0,0,1,4,1,777,4,999,0,1,1.4,94.465,-41.8,4.865,5228.1,1
26,9,0,6,0,0,0,0,4,3,437,1,999,0,1,-2.9,92.963,-40.8,1.262,5076.2,1
43,1,1,3,0,2,0,1,6,4,294,1,999,0,1,1.1,93.994,-36.4,4.856,5191.0,0
43,7,0,3,0,2,0,0,3,1,140,2,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
45,7,1,5,0,2,0,1,6,1,221,1,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
28,0,2,6,0,0,0,0,3,2,829,2,999,0,1,1.4,93.918,-42.7,4.968,5228.1,1
36,0,0,6,1,2,2,0,3,4,103,1,999,0,1,1.4,93.918,-42.7,4.963,5228.1,0
32,10,0,0,0,0,2,1,4,0,19,1,999,0,1,1.4,94.465,-41.8,4.967,5228.1,0
37,0,1,3,0,0,0,1,4,1,250,2,999,0,1,1.4,94.465,-41.8,4.961,5228.1,0
36,0,1,3,1,2,2,0,1,2,163,5,999,0,1,1.4,93.444,-36.1,4.968,5228.1,0
46,0,1,3,1,0,0,1,4,3,490,6,999,0,1,1.4,94.465,-41.8,4.864,5228.1,0
40,7,2,3,1,0,0,0,7,0,8,3,999,0,1,-0.1,93.2,-42.0,4.021,5195.8,0
34,0,2,6,0,2,2,0,1,0,72,1,999,0,1,1.4,93.444,-36.1,4.964,5228.1,0
58,1,1,0,1,2,0,1,4,0,570,2,999,0,1,1.4,94.465,-41.8,4.959,5228.1,1
40,1,1,2,0,0,2,1,6,1,178,1,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
41,0,1,6,0,0,0,1,6,0,254,1,999,0,1,1.1,93.994,-36.4,4.864,5191.0,0
45,9,1,3,0,2,0,1,6,3,168,3,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
42,1,0,0,0,0,0,1,6,3,747,5,999,0,1,1.1,93.994,-36.4,4.856,5191.0,0
50,3,0,5,0,2,0,0,7,3,132,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
51,2,1,4,0,0,0,0,0,2,87,2,999,0,1,-1.8,93.075,-47.1,1.41,5099.1,0
31,1,1,2,0,0,0,1,6,3,203,2,999,0,1,1.1,93.994,-36.4,4.856,5191.0,0
34,0,2,3,0,2,0,0,3,4,42,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
35,1,1,2,0,0,0,0,6,2,20,2,999,0,1,-1.8,92.893,-46.2,1.266,5099.1,0
58,1,1,0,1,0,0,1,6,0,70,3,999,0,1,1.1,93.994,-36.4,4.855,5191.0,0
53,1,1,2,0,2,0,0,3,3,56,3,999,0,1,1.4,93.918,-42.7,4.961,5228.1,0
49,7,0,3,0,0,0,1,6,4,117,6,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
33,0,2,6,0,2,0,0,4,3,257,3,999,0,1,-2.9,92.963,-40.8,1.262,5076.2,1
58,9,0,5,0,0,0,0,1,0,75,7,999,0,1,1.4,93.444,-36.1,4.964,5228.1,0
45,1,2,2,0,0,0,0,0,1,129,1,999,0,1,-1.8,93.075,-47.1,1.466,5099.1,0
39,3,1,5,0,0,0,0,1,0,158,1,999,0,1,1.4,93.444,-36.1,4.964,5228.1,0
42,4,1,7,0,2,0,0,0,1,590,2,999,1,0,-1.8,93.075,-47.1,1.466,5099.1,0
30,9,2,2,0,0,0,0,4,1,93,1,12,1,2,-2.9,92.963,-40.8,1.266,5076.2,0
33,9,1,5,0,2,0,0,9,4,269,1,999,0,1,-1.1,94.199,-37.5,0.886,4963.6,1
43,2,1,2,0,0,0,1,4,3,301,1,999,0,1,1.4,94.465,-41.8,4.864,5228.1,0
47,0,1,6,0,0,0,0,7,3,1014,3,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
54,4,0,6,0,0,0,1,6,1,611,2,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
33,0,2,6,0,2,0,0,3,0,614,2,999,0,1,1.4,93.918,-42.7,4.963,5228.1,1
43,1,1,7,0,2,0,0,6,3,128,7,999,0,1,-1.8,92.893,-46.2,1.291,5099.1,0
43,4,1,6,0,0,0,0,1,1,121,5,999,0,1,1.4,93.444,-36.1,4.963,5228.1,0
50,1,1,0,0,2,0,0,7,4,139,1,999,1,0,-0.1,93.2,-42.0,4.12,5195.8,0
27,1,2,2,0,0,0,0,6,0,641,6,999,0,1,-1.8,92.893,-46.2,1.25,5099.1,0
41,1,1,0,0,2,0,0,0,4,213,3,999,0,1,-1.8,93.075,-47.1,1.445,5099.1,0
29,0,1,6,0,2,0,0,0,4,350,2,999,0,1,-1.8,93.075,-47.1,1.445,5099.1,1
27,0,2,3,0,2,0,1,3,1,167,4,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
40,3,0,3,0,2,0,0,6,4,136,3,999,1,0,-1.8,92.893,-46.2,1.334,5099.1,0
49,1,1,2,1,2,0,0,3,2,180,19,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
39,0,1,6,0,2,2,1,6,3,239,1,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
35,9,1,6,0,2,0,0,6,1,502,1,999,1,0,-1.8,92.893,-46.2,1.299,5099.1,0
41,7,1,2,0,2,0,1,4,4,147,1,999,0,1,1.4,94.465,-41.8,4.962,5228.1,0
42,1,1,0,0,0,0,0,6,4,151,1,999,0,1,-1.8,92.893,-46.2,1.334,5099.1,0
40,0,0,6,1,0,0,1,1,3,105,5,999,0,1,1.4,93.444,-36.1,4.963,5228.1,0
51,9,1,5,0,2,0,0,1,4,118,2,999,0,1,1.4,93.444,-36.1,4.964,5228.1,0
33,1,0,2,0,0,2,0,0,1,34,2,999,0,1,-1.8,93.075,-47.1,1.405,5099.1,0
51,1,1,1,0,2,0,1,6,3,370,2,999,0,1,-1.8,92.893,-46.2,1.291,5099.1,0
32,9,2,5,0,0,0,0,3,3,769,4,999,0,1,1.4,93.918,-42.7,4.961,5228.1,1
56,5,1,0,0,0,0,0,7,3,79,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
53,1,1,1,1,2,0,1,4,2,232,2,999,0,1,1.4,94.465,-41.8,4.958,5228.1,0
35,1,1,0,0,2,0,0,6,1,220,1,999,1,0,-1.8,92.893,-46.2,1.299,5099.1,0
57,4,1,6,0,0,0,0,7,1,62,1,999,0,1,-0.1,93.2,-42.0,4.191,5195.8,0
52,1,1,0,0,2,0,1,4,2,106,2,999,0,1,1.4,94.465,-41.8,4.961,5228.1,0
35,1,1,2,0,2,0,1,6,4,298,1,999,0,1,1.1,93.994,-36.4,4.859,5191.0,0
42,3,1,5,0,2,0,1,6,1,117,2,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
41,3,2,0,1,2,0,0,3,1,385,3,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
36,1,1,2,1,0,0,1,0,0,599,4,999,0,1,-1.8,93.075,-47.1,1.405,5099.1,0
37,0,0,3,1,0,0,1,6,0,99,8,999,0,1,1.1,93.994,-36.4,4.864,5191.0,0
38,0,1,2,1,0,0,1,6,2,192,2,999,0,1,1.1,93.994,-36.4,4.855,5191.0,0
37,0,1,6,0,0,0,0,6,4,305,1,999,0,1,-1.8,92.893,-46.2,1.334,5099.1,0
55,9,1,2,1,2,0,1,6,4,958,2,999,0,1,1.1,93.994,-36.4,4.858,5191.0,1
52,6,2,5,0,0,2,0,7,2,139,1,999,0,1,-0.1,93.2,-42.0,4.076,5195.8,0
33,1,1,2,1,0,2,0,0,1,243,2,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
30,0,1,6,0,2,2,0,6,1,742,4,999,0,1,-1.8,92.893,-46.2,1.354,5099.1,1
50,0,1,5,1,2,2,0,6,0,151,1,999,0,1,-1.8,92.893,-46.2,1.25,5099.1,0
37,9,1,6,0,2,0,0,6,2,246,1,2,4,2,-1.8,93.876,-40.0,0.677,5008.7,1
63,11,1,5,0,0,0,0,8,2,235,1,6,1,2,-1.1,94.601,-49.5,1.025,4963.6,0
34,0,1,6,0,2,0,0,6,0,198,2,999,0,1,-1.8,92.893,-46.2,1.313,5099.1,0
33,4,1,6,0,0,0,0,6,4,210,2,999,1,0,-1.8,92.893,-46.2,1.334,5099.1,0
55,0,1,6,1,0,0,0,1,4,96,6,999,0,1,1.4,93.444,-36.1,4.964,5228.1,0
40,9,1,6,0,2,0,0,7,0,124,3,999,1,0,-0.1,93.2,-42.0,4.021,5195.8,0
29,7,0,3,0,0,2,1,4,1,361,3,999,0,1,1.4,94.465,-41.8,4.865,5228.1,0
71,5,1,6,0,2,2,1,0,1,89,12,999,0,1,-1.8,93.075,-47.1,1.392,5099.1,0
41,1,1,0,0,0,0,0,0,1,243,2,999,0,1,-1.8,93.075,-47.1,1.405,5099.1,0
31,1,1,2,1,0,0,0,6,4,242,2,999,2,0,-1.8,92.893,-46.2,1.334,5099.1,0
33,0,1,6,0,0,0,0,1,2,168,1,999,0,1,1.4,93.444,-36.1,4.968,5228.1,0
51,1,1,7,1,2,0,0,3,1,377,2,999,0,1,1.4,93.918,-42.7,4.96,5228.1,0
33,9,2,6,0,0,0,1,7,0,336,1,999,0,1,-0.1,93.2,-42.0,4.021,5195.8,0
41,0,2,3,0,0,2,1,6,0,96,2,999,0,1,1.1,93.994,-36.4,4.864,5191.0,0
41,1,2,1,1,2,0,0,6,0,140,1,999,0,1,-1.8,92.893,-46.2,1.313,5099.1,0
54,5,1,0,0,2,0,0,0,0,420,1,999,0,1,-1.8,93.075,-47.1,1.405,5099.1,0
57,0,0,2,0,0,0,1,6,3,306,1,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
34,0,1,3,0,0,0,0,3,4,391,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
33,7,2,3,0,2,0,1,6,1,32,5,999,0,1,-1.8,92.893,-46.2,1.299,5099.1,0
27,7,2,3,0,0,0,0,3,3,232,4,999,0,1,1.4,93.918,-42.7,4.961,5228.1,0
37,1,1,0,0,0,0,0,3,2,89,1,999,0,1,1.4,93.918,-42.7,4.958,5228.1,0
65,3,1,0,0,1,1,0,8,3,759,2,999,0,1,-3.4,92.431,-26.9,0.728,5017.5,1
46,4,1,6,0,2,0,0,7,2,205,6,999,0,1,-0.1,93.2,-42.0,4.076,5195.8,0
35,7,2,3,0,0,0,1,4,0,17,14,999,0,1,1.4,94.465,-41.8,4.959,5228.1,0
44,1,2,2,0,2,0,1,3,3,1127,11,999,0,1,1.4,93.918,-42.7,4.961,5228.1,1
60,9,1,0,0,2,0,0,8,3,595,2,6,1,2,-3.4,92.431,-26.9,0.737,5017.5,1
20,1,2,3,0,2,0,0,6,4,410,1,999,0,1,-1.8,92.893,-46.2,1.334,5099.1,0
39,9,1,7,0,2,2,0,6,0,256,1,12,1,2,-1.8,92.893,-46.2,1.25,5099.1,0
46,10,1,2,0,2,0,0,3,1,241,3,999,0,1,1.4,93.918,-42.7,4.96,5228.1,0
28,1,1,2,1,0,0,0,3,3,55,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
