Age,Workclass,fnlwgt,Education,Education_Num,Martial_Status,Occupation,Relationship,Race,Sex,Capital_Gain,Capital_Loss,Hours_per_week,Country,target
78,2,184759,5,4,2,5,0,4,1,1797,0,15,38,0
48,2,173243,10,16,2,9,0,4,1,0,0,45,38,1
33,2,204494,15,10,2,3,0,4,1,0,0,56,38,1
23,2,203240,15,10,4,7,1,4,0,0,0,40,38,0
21,2,277408,15,10,4,7,4,4,0,0,0,35,38,0
34,3,314375,15,10,2,11,0,4,1,0,0,60,38,1
46,4,254291,15,10,2,11,0,4,1,0,0,60,38,1
22,5,255575,7,12,4,9,1,4,0,0,0,15,38,0
55,2,119751,12,14,4,9,2,1,0,0,0,40,36,0
24,2,33016,15,10,4,2,3,4,1,0,0,40,38,0
22,2,406978,9,13,4,3,2,4,0,0,0,40,38,0
34,2,72793,9,13,4,7,1,4,0,0,0,15,38,0
41,2,132222,14,15,2,9,0,4,1,0,2415,40,38,1
53,0,177647,11,9,2,12,0,4,1,0,0,40,9,1
43,2,195258,11,9,2,0,0,4,1,0,0,40,38,1
18,2,217743,1,7,4,11,3,4,0,0,0,40,38,0
38,2,122076,15,10,2,13,0,4,1,7298,0,43,38,1
47,2,102628,12,14,2,3,0,4,1,15024,0,55,38,1
30,2,94235,11,9,4,2,2,4,1,0,0,40,38,0
25,2,224361,11,9,4,7,1,4,1,0,0,40,38,0
61,4,163174,14,15,2,9,0,4,1,0,0,35,38,1
21,2,155066,15,10,4,2,3,4,1,0,0,40,38,0
17,2,156736,0,6,4,11,4,4,0,0,0,12,38,0
44,2,291566,11,9,4,2,1,2,1,0,0,60,38,0
36,2,186376,15,10,2,6,0,1,1,0,0,50,38,1
48,4,362883,11,9,0,2,1,4,1,0,0,60,38,1
52,4,140985,9,13,2,0,5,4,0,99999,0,30,38,1
64,4,165479,11,9,2,11,0,4,1,0,0,5,38,0
32,2,186824,11,9,4,6,4,4,1,0,0,40,38,0
62,2,35783,15,10,2,13,0,4,1,0,0,60,38,0
17,2,160968,1,7,4,0,3,4,1,0,0,16,38,0
56,5,153451,15,10,0,0,1,4,0,0,0,35,38,0
54,2,98436,12,14,2,7,0,4,1,0,0,40,38,0
40,2,195394,7,12,2,9,0,4,1,7688,0,40,38,1
20,2,42706,15,10,4,4,1,4,1,0,0,72,38,0
53,2,104879,11,9,2,12,0,4,1,0,0,40,38,1
56,2,149686,6,5,6,6,4,4,0,0,0,40,38,0
32,2,235862,15,10,0,3,1,4,0,0,0,45,38,0
34,1,210164,15,10,2,2,0,4,1,0,1740,40,38,0
38,2,188503,15,10,4,0,4,4,0,6497,0,35,38,0
27,2,101709,11,9,4,11,3,1,1,0,0,40,38,0
36,2,231052,11,9,5,7,4,2,0,0,0,35,38,0
42,2,134509,15,10,4,13,4,2,0,0,0,40,38,0
53,5,53197,10,16,2,0,0,4,1,0,0,50,38,1
59,2,158813,15,10,2,3,0,4,1,0,0,60,38,1
31,2,150324,1,7,0,4,1,4,1,0,0,50,38,0
31,2,402361,11,9,2,2,0,4,1,0,0,40,38,0
51,2,86332,8,11,2,7,0,4,1,4064,0,55,38,0
37,0,196348,15,10,2,6,0,4,1,0,0,40,38,0
50,1,74660,15,10,6,9,4,4,1,0,0,40,38,0
35,2,275364,9,13,0,12,4,4,1,7430,0,40,10,1
38,2,115336,11,9,0,7,4,4,0,0,0,70,38,0
30,2,181651,9,13,2,3,0,4,1,0,0,50,38,0
54,2,87205,11,9,6,7,1,4,0,0,0,15,38,0
51,4,306784,11,9,2,3,0,4,1,0,0,30,38,0
67,4,107138,15,10,2,11,0,4,1,0,0,40,38,0
22,2,167615,11,9,4,11,4,4,0,0,0,40,38,0
35,2,347491,8,11,4,2,1,4,1,0,0,40,38,0
46,2,247043,11,9,2,13,0,4,1,0,0,40,38,1
72,2,157593,9,13,2,11,0,4,1,1455,0,6,38,0
28,2,251905,9,13,2,9,0,4,1,0,0,50,38,0
46,3,110457,12,14,2,3,0,4,1,0,0,55,38,1
54,2,181132,11,9,2,6,0,4,1,0,0,40,8,1
47,2,84790,15,10,2,2,0,4,1,0,0,40,38,0
18,2,25837,11,9,4,7,1,4,1,0,0,25,38,0
27,2,55390,15,10,4,4,3,4,1,0,0,45,38,0
36,2,238415,8,11,2,11,0,4,1,0,0,50,38,1
54,1,54377,12,14,0,9,1,4,0,0,0,40,38,0
37,2,222450,1,7,3,7,2,4,1,0,0,40,7,0
22,2,117363,15,10,4,0,1,4,0,0,0,35,38,0
77,3,155761,15,10,2,11,0,4,1,0,0,8,38,0
27,2,29261,15,10,4,11,4,4,1,0,0,50,38,0
39,4,231180,11,9,2,7,0,4,1,0,0,50,38,0
23,2,396099,11,9,4,7,1,4,0,0,0,25,38,0
24,2,33616,11,9,4,7,4,4,0,0,0,35,38,0
26,2,485117,7,12,4,2,1,4,1,0,0,40,38,0
27,2,191177,15,10,4,0,3,4,0,0,0,40,38,0
22,2,153516,9,13,4,9,1,4,1,0,0,40,38,0
50,1,117496,9,13,2,9,5,4,0,0,0,24,38,0
17,2,244523,0,6,4,7,3,4,1,0,0,20,38,0
67,2,336163,11,9,2,5,0,4,1,0,0,24,38,0
30,1,40338,11,9,2,2,0,4,1,0,0,40,38,0
49,3,362654,15,10,2,3,0,4,1,15024,0,50,38,1
29,2,169683,8,11,2,9,0,4,1,0,0,40,38,0
49,2,105449,9,13,4,8,1,4,1,0,0,25,38,0
74,4,173929,10,16,3,9,1,4,1,0,0,25,38,1
29,3,87745,15,10,4,3,1,4,1,0,0,60,38,0
32,0,386877,8,11,4,12,3,2,1,4650,0,40,38,0
41,2,174395,12,14,2,9,0,4,1,0,0,40,38,1
22,2,236907,15,10,4,5,3,4,1,0,0,20,38,0
36,2,214816,11,9,4,2,1,4,0,0,0,40,38,0
57,4,25124,11,9,2,7,0,4,1,0,0,60,38,0
43,2,409922,9,13,2,3,0,4,1,0,1977,50,38,1
19,2,263338,11,9,4,7,3,4,1,0,0,15,38,0
40,2,70539,15,10,2,11,0,4,1,4386,0,50,38,0
46,4,177407,11,9,2,11,0,4,1,0,0,50,38,0
63,4,117681,8,11,2,4,0,4,1,0,0,40,38,0
21,2,270043,15,10,4,7,3,4,0,0,0,16,38,0
31,2,234500,9,13,2,0,5,4,0,0,0,40,38,0
42,2,228320,15,10,2,12,0,4,1,0,0,50,38,1
38,3,187411,11,9,2,3,0,4,1,0,0,40,38,1
25,2,169100,12,14,2,3,0,4,1,0,0,40,38,0
19,2,168693,11,9,4,11,3,4,0,0,0,25,38,0
48,2,114561,9,13,3,9,2,1,0,0,0,36,29,1
56,2,147653,11,9,0,0,4,4,0,0,0,32,38,0
62,2,176811,11,9,2,2,0,4,1,0,0,40,38,0
56,3,35723,5,4,2,2,0,4,1,0,0,50,38,1
38,2,238980,15,10,2,7,0,4,1,0,0,40,38,0
46,2,324601,3,2,5,6,3,4,0,0,0,40,12,0
34,2,34374,15,10,4,7,1,4,1,0,0,50,38,0
38,2,179117,7,12,4,6,1,2,0,10520,0,50,38,1
48,2,26490,9,13,6,7,4,4,0,0,0,20,38,0
62,2,98076,9,13,2,3,0,4,1,0,0,40,38,1
60,2,230545,5,4,0,0,1,4,0,0,0,35,4,0
40,3,142444,9,13,4,9,1,4,0,0,0,45,38,0
22,0,216129,11,9,4,0,2,4,1,0,0,40,38,0
34,5,85218,12,14,4,9,4,2,0,0,0,24,38,0
20,2,148509,11,9,4,7,1,4,0,0,0,40,38,0
49,2,31264,11,9,0,0,1,4,0,0,0,35,38,0
48,4,246891,14,15,2,2,0,4,1,0,0,60,38,0
29,2,183854,11,9,4,11,1,4,0,0,0,25,38,0
61,2,197286,5,4,2,6,0,4,1,0,0,40,38,0
37,2,280464,15,10,2,3,0,2,1,0,0,80,38,1
21,2,314165,15,10,4,11,3,4,1,0,0,40,3,0
21,2,256240,1,7,2,6,0,4,1,0,0,40,38,0
18,2,39222,1,7,4,7,3,4,1,0,0,40,38,0
25,5,187508,15,10,4,5,3,4,1,0,0,40,38,0
50,5,201513,11,9,0,0,3,4,0,0,0,40,38,0
41,2,101739,7,12,2,3,5,4,0,0,0,50,38,1
38,4,151322,11,9,5,2,1,4,1,0,0,40,38,0
73,4,109833,9,13,2,4,0,4,1,0,0,30,38,0
27,2,47907,9,13,4,0,1,4,0,0,0,43,38,0
56,3,32316,2,8,6,3,1,4,0,0,0,40,38,0
32,2,198068,11,9,2,2,0,4,1,0,0,40,38,0
53,2,290640,5,4,2,2,0,1,1,0,0,40,39,0
30,2,53285,11,9,2,11,0,4,1,0,0,52,38,1
47,2,26950,12,14,0,11,1,4,0,0,0,6,38,0
57,2,182062,0,6,2,7,0,4,1,0,0,40,38,0
17,2,32763,0,6,4,7,3,4,1,0,0,15,38,0
38,4,100316,9,13,2,2,0,4,1,0,0,35,38,0
19,2,235849,11,9,4,13,3,4,1,0,0,35,38,0
51,3,180195,11,9,2,11,0,4,1,0,0,50,38,0
23,2,256628,5,4,2,13,0,4,1,0,0,32,38,0
46,3,62546,10,16,5,9,1,4,1,0,0,35,38,0
43,0,192712,15,10,2,9,5,4,0,0,0,40,38,1
36,4,34378,8,11,2,4,0,4,1,3908,0,75,38,0
46,2,130779,15,10,2,0,0,4,1,0,0,40,38,0
32,1,223267,11,9,2,13,0,4,1,0,0,40,38,0
58,2,241056,15,10,0,0,4,4,0,0,0,46,38,0
48,2,326048,7,12,0,7,1,4,1,0,0,44,38,0
24,2,127139,15,10,4,0,3,4,0,0,0,40,38,0
58,3,190541,11,9,4,11,1,4,1,0,0,47,38,0
52,2,389270,15,10,2,0,5,4,0,0,0,35,38,1
68,5,235882,10,16,2,9,0,4,1,0,2377,60,38,1
26,2,39014,2,8,2,8,5,3,0,0,0,40,5,0
38,2,326886,8,11,2,3,0,4,1,0,0,45,38,1
50,2,126592,11,9,5,2,1,2,1,0,0,40,38,0
38,4,243484,9,13,2,0,5,4,0,0,0,28,38,1
34,1,213722,11,9,2,10,0,4,1,0,0,57,38,1
29,2,490332,15,10,2,13,0,4,1,0,0,45,38,1
55,0,146477,15,10,2,2,0,4,1,0,0,45,38,0
52,2,53497,8,11,2,2,0,4,1,0,0,40,38,0
20,2,173736,6,5,4,6,3,4,1,0,0,40,38,0
35,2,178322,8,11,2,11,0,4,1,0,0,50,10,1
55,2,226875,11,9,2,11,0,4,1,4064,0,40,38,0
42,2,255667,15,10,2,2,0,4,1,0,0,50,38,1
37,2,170020,11,9,2,2,0,4,1,0,0,40,38,0
56,2,314149,10,16,2,9,0,4,1,0,0,50,38,1
25,2,198587,15,10,4,12,1,2,0,2174,0,50,38,0
23,2,192812,9,13,4,12,3,4,0,0,0,40,38,0
40,2,362482,8,11,2,11,0,4,1,0,0,50,38,0
49,2,102583,15,10,2,9,0,4,1,0,1848,44,38,1
52,2,108914,11,9,2,11,0,4,1,0,0,40,38,1
50,4,27539,15,10,2,4,0,4,1,7688,0,40,38,1
46,2,155659,1,7,2,2,0,4,1,0,1902,40,38,1
25,2,323139,9,13,4,5,3,4,1,0,0,35,38,0
20,2,218343,11,9,4,7,3,4,0,0,0,25,38,0
36,2,61178,1,7,2,2,0,4,1,0,0,40,38,0
31,2,144064,11,9,2,2,0,4,1,0,0,48,38,1
25,2,103358,15,10,4,6,3,4,1,0,0,40,18,0
20,2,212582,15,10,4,7,3,4,0,0,0,16,38,0
46,2,29437,7,12,2,11,0,4,1,0,0,50,38,0
48,1,115497,15,10,2,3,0,4,1,0,0,40,38,0
45,4,242184,5,4,2,3,0,4,1,0,0,55,38,1
41,2,194636,9,13,2,3,0,4,1,0,0,60,38,1
36,2,89040,1,7,2,13,0,4,1,0,0,47,38,0
56,4,94156,14,15,2,9,0,4,1,0,1977,50,38,1
71,2,180733,12,14,4,7,1,4,0,0,0,20,38,0
39,2,158956,15,10,4,7,4,2,0,0,0,40,38,0
29,2,164040,11,9,2,7,0,4,1,0,0,40,38,0
18,2,242893,1,7,4,2,3,4,1,0,0,35,38,0
28,2,239130,15,10,4,3,1,4,1,0,0,50,38,0
24,4,166036,15,10,2,13,0,4,1,0,0,60,38,0
46,4,140121,11,9,0,2,3,4,1,0,0,50,38,0
33,5,137616,12,14,4,9,1,2,0,0,0,35,38,0
44,2,320984,9,13,2,11,0,4,1,0,0,60,38,1
28,4,211032,1,7,4,2,1,4,1,0,0,40,25,0
34,2,118551,9,13,4,12,1,4,0,0,0,40,38,0
31,2,102884,11,9,2,6,0,4,1,0,0,50,38,0
65,2,180280,15,10,2,3,5,4,0,0,0,40,38,0
52,2,172165,0,6,0,7,2,4,0,0,0,25,38,0
39,2,288551,15,10,2,2,0,2,1,0,0,52,38,1
41,2,352834,9,13,2,9,0,4,1,7688,0,55,38,1
20,2,102607,11,9,4,5,3,4,1,0,0,30,38,0
39,0,129573,15,10,2,0,0,4,1,0,0,50,38,0
34,2,187215,9,13,2,9,5,4,0,15024,0,36,38,1
25,2,125159,7,12,2,5,0,2,1,0,0,40,22,0
54,4,118365,0,6,0,7,1,2,0,0,0,10,38,0
35,2,312232,11,9,5,2,1,4,1,0,0,50,38,0
49,4,111066,9,13,2,2,0,4,1,0,0,50,38,1
21,5,38251,15,10,4,12,3,4,0,0,0,20,38,0
69,2,230417,10,16,2,9,0,4,1,0,0,40,2,1
57,2,182028,7,12,6,0,1,4,0,0,0,35,38,0
24,2,190290,8,11,2,2,0,4,1,0,0,45,38,0
70,3,158437,14,15,2,9,0,4,1,0,0,35,38,1
35,5,194828,15,10,4,9,3,2,0,0,0,40,38,0
53,2,124076,10,16,2,9,5,4,0,99999,0,37,38,1
21,2,149809,7,12,4,11,3,4,1,0,0,40,38,0
38,2,186145,15,10,2,11,5,4,0,0,0,40,38,1
28,2,167062,15,10,0,0,4,4,1,0,0,40,38,0
36,2,177285,8,11,4,9,4,2,0,0,0,38,38,0
31,2,381153,0,6,2,12,0,4,1,0,0,40,38,1
35,5,184659,11,9,2,2,0,4,1,0,1485,40,38,1
49,2,194189,5,4,2,5,0,4,1,0,0,40,38,0
47,2,72896,11,9,2,13,0,4,1,0,0,40,38,0
32,2,93213,7,12,2,6,0,4,1,0,0,62,38,0
33,3,49795,9,13,4,9,1,4,1,0,0,45,38,0
42,2,152568,11,9,6,11,4,0,0,0,0,40,38,0
27,2,301302,9,13,4,2,1,4,1,0,0,50,38,0
43,2,350661,14,15,5,12,1,4,1,0,0,50,3,1
33,2,184901,11,9,2,6,0,4,1,0,0,40,38,1
41,2,267252,15,10,2,6,0,2,1,0,1902,40,38,1
51,2,239155,8,11,0,7,1,4,1,0,0,40,38,0
41,2,206470,9,13,2,9,0,4,1,0,0,40,10,0
46,5,20534,9,13,4,3,1,4,1,0,0,45,38,0
48,2,108993,11,9,2,2,0,4,1,0,0,45,38,1
47,2,179313,0,6,0,11,4,4,0,0,0,30,38,0
26,2,284078,15,10,4,0,1,4,1,0,0,40,38,0
55,1,110490,9,13,2,9,5,4,0,0,0,60,38,0
56,2,91545,0,6,0,0,4,2,0,0,0,36,38,0
58,2,201393,7,12,0,0,1,4,1,0,1876,40,38,0
51,5,82504,15,10,2,3,0,4,1,0,0,40,38,0
45,4,246891,12,14,0,2,1,4,1,0,0,40,38,0
54,4,71344,12,14,0,9,1,4,1,0,0,50,38,1
26,2,132572,9,13,4,0,3,2,0,0,0,32,38,0
26,2,116991,11,9,2,2,0,4,1,0,0,40,38,1
65,2,420277,15,10,2,10,0,4,1,0,0,40,38,0
29,2,204984,11,9,2,2,0,4,1,0,0,40,38,1
52,2,180062,15,10,2,3,0,4,1,0,0,60,38,0
58,3,78104,15,10,2,3,0,4,1,7298,0,60,38,1
23,2,442274,2,8,4,0,4,4,1,0,0,40,38,0
49,3,330874,15,10,2,11,0,4,1,0,0,70,38,1
40,2,137421,11,9,2,13,0,1,1,0,0,60,37,0
42,2,152889,0,6,2,2,0,4,1,0,0,45,38,0
39,2,207824,11,9,4,5,3,4,1,0,0,60,38,0
25,2,120238,9,13,4,3,1,4,1,0,0,40,38,0
23,2,210526,11,9,4,0,3,4,1,0,0,40,38,0
45,2,102559,8,11,2,2,0,4,1,0,0,40,1,1
64,2,169871,11,9,2,13,0,4,1,0,0,45,38,0
30,0,355789,11,9,4,0,1,2,0,0,0,50,38,0
26,2,205036,11,9,4,5,1,4,1,0,0,42,38,0
41,2,150755,10,16,2,3,0,4,1,15024,0,50,1,1
37,1,102936,9,13,0,9,4,4,0,0,0,55,38,0
50,2,168212,10,16,2,9,0,4,1,0,1902,65,38,1
38,4,146042,9,13,2,9,0,1,1,3103,0,60,38,1
35,2,290226,11,9,4,13,3,4,1,0,0,40,38,0
43,2,51506,2,8,2,13,0,4,1,0,0,40,38,0
28,1,201099,11,9,4,13,3,2,0,0,0,40,38,0
47,1,128401,10,16,4,9,4,4,0,0,0,40,38,0
33,2,80058,11,9,4,13,1,4,1,0,0,40,38,0
56,2,175127,11,9,0,2,4,4,1,0,0,35,38,0
34,2,154667,11,9,2,6,5,4,0,0,0,40,38,0
56,2,103948,1,7,2,13,0,4,1,0,0,40,38,0
28,1,135567,9,13,4,0,1,2,0,4101,0,60,38,0
33,2,126950,11,9,2,13,0,4,1,0,0,60,38,0
37,3,57424,9,13,0,11,1,4,0,0,0,60,38,0
38,0,37683,14,15,4,9,1,1,0,99999,0,57,1,1
41,2,165309,9,13,0,0,4,4,0,0,0,40,38,0
34,2,356882,15,10,2,11,0,4,1,0,0,45,38,1
33,2,149220,8,11,4,7,4,2,0,0,0,40,38,0
24,2,441700,9,13,4,12,3,4,1,0,0,40,38,0
42,1,201723,15,10,4,2,1,4,1,0,0,40,38,0
29,2,130438,11,9,2,6,0,4,1,0,0,40,38,0
31,2,145935,11,9,4,3,3,2,1,0,0,40,38,0
35,2,198841,8,11,0,12,3,4,1,0,0,35,38,0
18,2,34125,0,6,4,7,3,4,0,0,0,28,38,0
36,2,185099,11,9,2,13,0,4,1,0,0,70,38,1
25,2,108301,11,9,5,7,4,4,0,0,0,20,38,0
26,2,106548,11,9,2,2,0,4,1,0,0,50,38,0
40,2,572751,14,15,2,2,0,4,1,5178,0,40,25,1
35,2,207202,0,6,2,13,0,4,1,0,0,70,38,0
32,2,137076,15,10,2,11,0,4,1,0,0,40,38,0
21,2,57211,11,9,4,2,3,4,1,0,0,40,38,0
42,2,344624,11,9,2,13,0,4,1,0,1902,50,38,1
34,2,62124,11,9,5,7,1,2,1,0,0,40,38,0
44,3,456236,15,10,0,11,3,4,1,0,0,45,38,1
46,2,28334,11,9,2,13,0,4,1,0,0,40,38,0
25,2,396633,15,10,2,0,5,2,0,0,0,56,38,1
33,2,90668,11,9,4,0,1,4,0,0,0,40,38,0
90,1,153602,11,9,2,7,0,4,1,6767,0,40,38,0
48,2,109275,15,10,2,3,0,4,1,0,0,40,38,0
48,2,199739,11,9,0,2,4,4,0,0,0,40,38,0
41,1,210259,12,14,4,9,1,2,0,0,0,40,38,0
20,2,37932,11,9,4,7,3,4,1,0,0,50,38,0
36,2,389725,15,10,0,0,1,4,1,0,0,45,38,0
29,2,87507,10,16,2,9,0,1,1,0,0,60,18,0
37,2,189674,9,13,5,3,4,2,0,0,0,40,38,0
27,3,153546,8,11,2,7,5,4,0,0,0,36,38,1
25,3,163039,7,12,4,11,1,4,1,0,0,60,38,0
72,4,52138,10,16,2,9,0,4,1,0,2392,25,38,1
33,2,85043,11,9,4,4,1,4,1,0,0,20,38,0
31,2,120461,15,10,4,11,3,4,0,0,0,40,38,0
29,2,240738,11,9,2,9,0,4,1,0,0,40,38,1
32,2,113688,8,11,0,3,1,4,0,0,0,50,38,0
73,1,205580,4,3,2,9,0,4,1,0,0,6,38,0
51,3,338260,14,15,2,9,0,4,1,15024,0,60,38,1
34,2,73199,1,7,4,7,3,1,1,0,0,40,29,0
30,2,363296,11,9,4,5,4,2,1,0,0,72,38,0
43,2,186144,11,9,2,2,0,4,1,0,0,40,38,1
58,4,35551,9,13,2,3,0,4,1,0,0,70,38,1
36,2,217077,11,9,2,11,0,4,1,0,0,50,38,0
54,2,142169,11,9,4,5,3,4,1,0,0,40,38,0
26,2,269060,11,9,4,0,1,4,0,0,0,40,38,0
35,2,29874,15,10,2,5,0,4,1,0,0,40,38,0
29,2,214881,11,9,4,3,1,4,1,0,0,40,38,0
35,0,39207,11,9,4,0,1,4,1,0,0,40,38,0
21,2,44793,15,10,4,0,1,4,1,0,0,65,38,0
53,4,284329,12,14,0,3,1,4,1,0,0,50,38,1
31,2,176360,11,9,4,2,3,2,1,0,0,40,38,0
67,4,141797,5,4,2,3,0,4,1,0,0,40,38,0
37,2,200374,9,13,2,11,0,4,1,0,1902,40,38,1
38,2,66326,11,9,2,13,0,4,1,0,0,99,38,0
22,2,145964,9,13,4,11,3,4,1,0,0,40,38,0
40,1,163725,9,13,2,9,0,4,1,7688,0,40,38,1
46,2,163352,11,9,2,11,0,4,1,0,0,36,38,0
31,2,323055,11,9,2,13,0,4,1,0,0,50,38,1
19,2,113546,1,7,4,2,1,4,1,0,0,56,38,0
33,2,190511,5,4,0,5,1,4,1,2176,0,35,38,0
20,2,164922,11,9,4,2,3,4,1,0,0,40,38,0
35,2,80479,8,11,0,11,1,4,1,0,0,40,38,0
41,2,122215,12,14,2,9,0,4,1,15024,0,40,38,1
46,2,184632,8,11,2,2,0,4,1,0,0,50,38,0
22,4,202920,11,9,4,9,4,4,0,99999,0,40,5,1
21,2,206891,5,4,4,4,3,4,0,0,0,38,38,0
54,2,108435,11,9,2,0,0,4,1,0,0,20,38,0
25,2,197871,15,10,2,11,0,4,1,0,0,44,38,1
40,2,247245,6,5,0,7,1,4,0,0,0,40,38,0
26,2,206600,1,7,4,7,2,4,1,0,0,30,25,0
34,0,112115,15,10,4,2,2,4,1,0,0,40,38,0
34,2,345360,9,13,2,12,0,4,1,0,0,40,8,0
64,2,258006,15,10,6,0,1,4,0,0,0,40,4,0
29,2,205903,11,9,4,7,3,4,1,0,0,40,38,0
57,0,62020,14,15,0,3,1,2,1,0,0,55,38,1
22,2,102684,15,10,4,13,1,4,1,0,0,32,38,0
34,2,362787,11,9,4,6,4,2,0,0,0,40,38,0
44,2,155472,7,12,4,9,4,2,0,1151,0,50,38,0
32,2,129020,11,9,2,3,0,4,1,0,0,40,38,0
19,2,120691,11,9,4,11,3,2,1,0,0,25,38,0
20,2,238384,11,9,4,11,1,4,0,0,0,30,38,0
40,2,193882,8,11,4,6,3,4,1,0,0,40,38,0
34,2,141058,15,10,2,7,0,4,1,0,0,62,25,0
20,2,275357,8,11,4,12,3,4,0,0,0,25,38,0
28,2,211184,15,10,4,11,1,4,0,0,0,50,38,0
43,4,349341,9,13,0,3,1,4,1,0,0,60,38,0
21,2,251603,11,9,4,0,1,4,0,0,0,40,38,0
64,2,22186,15,10,6,12,1,4,0,0,0,35,38,0
48,2,49278,7,12,0,0,4,4,0,0,0,40,38,0
27,2,183511,11,9,2,5,0,4,1,0,0,40,38,0
36,1,117312,15,10,2,13,5,4,0,0,0,40,38,0
49,4,182752,10,16,2,9,5,4,0,0,0,35,38,1
54,2,203635,11,9,2,0,0,4,1,7298,0,60,38,1
33,1,190290,8,11,4,10,1,4,1,0,0,56,38,0
19,2,143360,11,9,4,6,3,4,0,0,0,34,38,0
37,3,126569,9,13,2,2,0,4,1,0,0,60,38,0
22,2,117606,9,13,4,0,3,4,0,0,0,25,38,0
71,2,162297,11,9,6,11,4,4,0,0,0,20,38,0
39,0,432555,11,9,2,0,0,2,1,0,1628,40,38,0
25,2,34402,9,13,4,3,1,4,1,0,1590,60,38,0
50,4,170562,7,12,2,10,0,4,1,0,0,20,38,0
45,4,152752,8,11,2,10,0,4,1,0,0,3,38,0
64,0,271550,15,10,2,13,0,4,1,0,0,40,38,1
33,2,91964,15,10,4,0,4,4,1,0,0,40,38,0
28,1,202558,15,10,4,3,3,4,0,0,0,40,38,0
42,4,133584,15,10,2,2,0,4,1,0,0,40,7,0
56,2,208431,15,10,6,3,1,2,0,0,0,32,38,0
39,2,189623,9,13,0,11,4,4,1,0,0,60,38,0
49,2,176341,9,13,4,12,4,1,0,0,0,40,18,0
54,2,172962,11,9,2,11,0,4,1,0,0,40,38,0
39,2,135020,11,9,4,13,3,4,1,0,0,40,38,0
27,4,140863,6,5,2,2,0,4,1,0,0,40,38,0
28,2,96020,9,13,2,3,5,4,0,0,0,50,38,1
36,1,382635,9,13,0,0,4,4,0,0,0,35,15,0
35,2,114765,9,13,0,11,1,4,0,0,0,40,38,0
31,2,231043,15,10,2,13,0,4,1,0,0,50,38,0
54,2,511668,10,16,2,3,0,4,1,0,1977,43,38,1
34,2,37380,11,9,3,6,4,4,0,0,0,40,38,0
38,2,117802,11,9,2,6,0,4,1,0,0,65,38,1
29,0,242147,11,9,0,0,1,3,1,0,0,45,38,0
26,2,154966,15,10,2,2,0,4,1,0,0,40,32,0
35,2,325802,7,12,0,5,4,4,0,0,0,24,38,0
26,2,102264,15,10,4,2,1,4,1,0,0,40,38,0
47,5,123219,12,14,2,9,0,4,1,0,0,38,38,1
30,2,182714,15,10,4,3,1,4,0,0,0,40,8,0
26,2,192302,15,10,2,3,5,4,0,0,0,25,38,0
47,2,173938,9,13,2,3,0,4,1,0,0,57,38,1
40,2,286750,1,7,5,6,1,2,1,0,0,36,38,0
28,2,306830,7,12,2,5,0,4,1,0,0,40,26,0
75,4,309955,14,15,2,9,0,4,1,0,2174,50,38,1
24,5,289909,15,10,2,9,0,4,1,0,0,40,38,0
39,1,344855,12,14,2,9,5,4,0,0,1977,20,38,1
36,2,133569,3,2,4,4,1,4,1,0,0,40,25,0
17,2,228399,1,7,4,7,3,4,0,0,0,7,38,0
74,2,188709,14,15,2,9,0,4,1,99999,0,50,38,1
58,1,283635,9,13,4,9,1,4,0,0,0,40,38,0
31,2,348491,9,13,4,3,1,2,0,0,0,40,38,0
62,2,232308,9,13,2,3,0,4,1,0,0,40,38,1
43,1,227734,8,11,2,13,0,4,1,0,0,22,38,0
46,2,282538,8,11,5,6,1,2,0,0,0,40,38,0
27,2,376150,15,10,3,11,1,4,0,0,0,25,38,0
28,2,119793,11,9,4,11,3,4,1,0,0,60,38,0
38,2,234298,9,13,0,3,1,4,1,6849,0,60,38,0
50,0,159670,11,9,2,0,0,4,1,0,0,40,38,1
50,2,23686,15,10,2,0,2,4,0,0,0,35,38,1
21,2,212407,11,9,4,6,2,4,1,0,0,40,38,0
22,2,123876,15,10,4,7,3,4,0,0,0,20,38,0
28,1,218990,8,11,2,10,0,2,1,0,0,46,38,0
48,1,317360,12,14,2,9,5,4,0,0,0,40,38,1
34,2,287737,15,10,2,3,5,4,0,0,1485,40,38,1
32,2,235109,15,10,0,0,4,4,0,0,0,40,38,0
63,2,133144,11,9,2,7,0,4,1,2580,0,20,38,0
24,2,190968,11,9,2,11,0,4,1,0,0,48,38,0
28,2,194940,11,9,2,6,0,4,1,0,0,40,38,0
32,1,230912,12,14,4,9,1,4,0,4865,0,40,38,0
64,2,256466,11,9,2,12,0,1,1,0,0,60,29,1
26,2,335998,11,9,4,11,1,4,0,0,0,38,38,0
34,2,173495,15,10,2,2,0,4,1,0,0,48,38,1
62,2,210142,8,11,2,3,0,4,1,0,0,50,38,1
34,3,198613,11,9,2,3,0,4,1,0,2002,40,38,0
49,1,123088,15,10,2,3,0,4,1,0,0,46,38,0
58,2,192806,5,4,4,5,1,4,0,0,0,33,38,0
54,2,197975,4,3,2,11,0,4,1,0,0,51,38,0
40,2,75363,15,10,5,3,4,4,0,0,0,40,38,0
27,2,116207,6,5,2,2,0,4,1,0,0,32,38,0
69,1,286983,15,10,2,7,0,4,1,0,0,40,38,0
27,2,271714,15,10,4,7,3,4,0,0,0,30,38,0
36,2,484024,11,9,0,6,4,4,1,0,0,40,38,0
43,2,191196,15,10,2,3,0,4,1,0,0,55,38,1
