Gender,customer_type,age,type_of_travel,customer_class,flight_distance,inflight_wifi_service,departure_arrival_time_convenient,ease_of_online_booking,gate_location,food_and_drink,online_boarding,seat_comfort,inflight_entertainment,onboard_service,leg_room_service,baggage_handling,checkin_service,inflight_service,cleanliness,departure_delay_in_minutes,arrival_delay_in_minutes,target
1,0,54,0,0,2182,1,1,1,1,2,5,4,4,4,4,4,4,4,4,8,0.0,1
0,1,22,0,1,474,4,0,4,3,5,4,5,5,3,4,2,1,1,5,27,19.0,1
1,0,42,0,1,563,3,4,2,4,3,3,3,3,3,3,4,5,3,3,0,0.0,1
1,0,20,0,0,2409,5,5,5,5,5,4,5,5,3,3,4,3,5,5,1,4.0,1
0,0,49,1,1,516,4,4,1,3,2,4,1,5,5,1,5,1,5,3,0,12.0,0
0,0,35,1,1,2139,1,4,2,3,3,2,3,3,5,4,4,4,5,3,0,0.0,0
1,1,24,0,1,413,4,0,3,5,2,3,2,2,4,5,4,5,4,2,3,2.0,1
0,0,55,0,0,2114,2,5,5,5,4,4,4,2,2,2,2,3,2,4,0,0.0,0
0,0,49,0,0,669,2,2,2,2,2,2,2,2,5,4,3,2,2,2,156,167.0,0
1,0,46,0,0,1766,4,4,4,4,4,4,4,5,5,5,5,4,5,5,56,53.0,1
1,0,48,0,1,2465,4,4,4,4,4,4,4,4,5,2,5,2,4,4,0,0.0,1
0,0,42,0,0,297,0,0,0,3,1,3,1,5,5,5,5,5,5,2,0,0.0,1
1,0,43,0,0,2794,2,2,2,2,2,1,3,4,4,4,4,4,4,1,1,0.0,1
1,1,30,0,1,250,2,0,2,5,3,2,3,3,1,4,3,5,5,3,40,49.0,0
1,1,25,0,1,1407,3,3,3,3,4,3,4,4,4,5,3,2,3,4,0,0.0,0
1,0,45,0,0,1258,5,5,3,5,3,5,5,4,4,4,4,4,4,3,8,0.0,1
1,1,32,0,0,332,4,5,5,3,3,5,4,3,4,4,5,4,4,3,0,0.0,0
0,0,25,1,1,190,4,4,4,5,3,4,1,3,5,2,4,3,4,3,0,0.0,0
0,0,50,1,1,1276,2,4,2,4,5,3,2,5,5,2,3,3,5,1,0,0.0,0
1,0,51,0,0,630,5,5,5,5,4,5,4,5,5,5,5,5,5,5,0,0.0,1
1,0,63,0,1,338,2,2,2,2,2,2,2,2,2,4,3,1,4,2,20,10.0,0
1,1,27,0,1,727,2,2,2,5,4,2,4,4,1,2,5,3,5,4,0,0.0,0
1,0,43,0,0,2860,5,5,5,5,4,4,4,5,3,3,5,4,3,4,26,19.0,1
0,0,46,0,0,3703,3,3,5,3,4,5,5,5,5,5,5,3,5,5,52,86.0,1
1,0,56,1,1,738,4,5,4,3,1,4,1,1,5,3,5,4,5,1,0,0.0,0
0,0,14,1,2,331,2,5,2,3,3,2,3,3,3,2,4,5,5,3,0,0.0,0
0,0,8,1,1,483,4,5,4,2,3,4,5,3,3,5,5,4,4,3,0,0.0,0
1,0,20,0,2,216,4,3,3,3,4,4,3,4,2,3,1,4,4,4,11,5.0,1
1,0,61,0,0,1676,4,4,4,4,5,4,5,5,5,5,5,3,5,3,0,0.0,1
1,0,58,1,2,89,3,3,3,4,4,3,4,4,4,3,3,1,4,4,2,17.0,0
0,0,21,1,1,1080,4,4,4,3,3,4,3,3,4,2,3,2,4,3,0,0.0,1
0,1,22,0,2,1180,3,4,3,4,1,3,1,1,2,2,3,1,4,1,0,0.0,0
0,1,27,0,1,500,3,3,3,3,5,3,5,5,4,3,3,1,4,5,0,13.0,0
1,0,48,1,0,224,3,3,3,4,2,3,3,4,4,3,4,1,4,2,0,4.0,0
0,0,52,0,0,2722,5,5,5,5,5,4,4,2,2,2,2,3,2,4,0,0.0,1
1,0,67,1,1,239,2,4,2,5,2,2,2,2,4,4,4,4,4,2,2,0.0,0
0,0,63,0,0,101,2,4,4,4,3,3,3,4,4,4,2,3,4,4,0,0.0,0
0,0,52,0,0,3617,4,4,4,4,5,5,5,5,5,5,5,4,5,3,39,38.0,1
0,1,21,0,0,821,0,5,0,2,5,5,5,5,5,3,5,5,4,5,0,0.0,1
1,1,24,0,1,125,3,0,4,4,5,4,5,5,4,3,4,1,2,5,0,11.0,0
0,0,33,1,1,1065,2,5,2,2,1,2,1,1,5,5,4,4,5,1,0,0.0,0
0,0,38,0,1,444,5,5,5,5,5,5,5,5,3,4,4,4,3,5,0,0.0,1
0,0,52,0,0,1855,3,3,3,3,4,5,5,5,5,5,5,3,5,4,0,0.0,1
0,0,51,0,0,151,2,2,2,2,3,5,5,3,3,4,5,4,3,4,0,0.0,1
1,0,23,0,1,567,3,5,5,5,3,3,1,3,2,2,3,3,4,3,20,16.0,0
1,0,44,1,1,371,2,2,2,3,4,2,1,4,2,1,4,1,3,4,1,0.0,0
1,0,69,1,1,1562,4,4,4,5,1,4,1,1,3,2,5,3,4,1,0,0.0,0
1,0,25,0,0,3040,4,4,4,4,4,4,4,4,3,4,3,1,3,4,0,0.0,1
1,0,39,0,1,954,5,2,2,2,5,5,5,5,5,4,1,1,1,5,2,23.0,1
1,0,70,0,1,397,2,3,3,3,2,2,2,2,4,2,3,1,4,2,0,0.0,0
1,0,26,1,1,677,3,5,3,4,5,3,5,5,1,1,4,4,2,5,15,8.0,0
1,0,28,0,0,867,1,2,2,2,1,1,1,1,4,3,4,3,4,1,0,0.0,0
0,0,22,1,1,328,4,5,3,1,2,3,2,2,4,2,3,2,2,2,0,0.0,0
1,0,68,1,1,469,3,4,3,4,3,3,2,3,4,3,5,4,5,3,0,0.0,0
0,0,76,0,0,2014,1,1,1,1,5,4,3,1,1,1,1,4,1,2,0,0.0,0
0,0,48,0,0,1846,3,3,3,3,3,5,5,4,4,4,4,4,4,5,0,0.0,1
0,0,25,1,1,101,3,4,3,3,3,3,3,3,4,5,4,4,4,3,0,0.0,0
1,0,22,0,0,1983,2,5,5,5,2,2,2,2,1,4,4,3,4,2,1,11.0,0
1,0,61,1,2,528,3,4,3,1,4,3,4,4,3,5,4,4,4,4,0,0.0,0
1,0,48,0,1,471,3,4,4,4,4,3,4,4,1,4,3,2,4,4,0,2.0,0
1,0,33,1,1,1055,1,4,1,4,2,1,1,2,5,3,4,5,4,2,0,0.0,0
1,0,41,0,2,429,3,4,4,4,3,3,3,3,1,3,3,1,3,3,0,1.0,0
0,0,35,0,0,733,5,5,5,5,4,4,5,5,5,5,5,3,5,5,0,0.0,1
1,0,42,1,1,224,3,5,3,2,3,3,3,3,5,4,4,4,4,3,0,1.0,0
1,1,24,0,0,449,5,0,5,1,1,5,1,1,5,4,5,3,5,1,0,0.0,1
1,0,40,0,1,1050,4,3,3,3,4,4,4,4,1,2,5,2,2,4,0,0.0,1
0,0,70,1,0,618,2,5,2,3,5,5,4,5,5,2,5,4,5,3,66,38.0,0
0,1,42,0,1,223,4,0,4,4,4,4,3,4,3,2,4,4,3,4,0,0.0,0
1,0,7,1,1,611,1,1,1,4,1,2,2,2,5,3,4,2,1,2,132,131.0,0
0,0,68,1,1,1111,2,5,2,2,2,5,5,5,5,2,5,4,5,5,37,29.0,0
1,0,54,0,0,3666,4,4,4,4,2,4,5,4,4,4,4,3,4,5,0,3.0,1
1,1,38,0,1,419,3,1,3,4,4,3,2,4,1,2,3,4,4,4,0,0.0,0
1,0,34,0,0,546,4,4,4,4,5,4,4,5,5,5,5,3,5,5,2,2.0,1
1,1,33,0,0,432,3,3,3,5,4,3,4,4,3,4,5,5,5,4,0,0.0,0
0,0,27,0,1,2079,1,5,5,5,1,1,1,1,3,5,1,4,2,1,7,53.0,0
1,0,54,0,0,1866,0,0,0,3,3,4,5,4,4,1,1,5,4,3,6,0.0,1
1,0,28,0,0,2239,1,1,5,1,5,5,5,5,3,2,4,4,5,5,0,6.0,1
1,1,49,0,0,1224,5,4,4,4,2,5,2,2,3,5,5,3,4,2,24,22.0,1
1,0,12,1,1,316,3,5,4,2,1,4,1,1,1,5,2,4,4,1,1,0.0,0
0,0,28,1,1,1846,2,5,2,3,2,2,2,2,5,2,3,3,4,2,2,0.0,0
1,0,12,1,1,2007,2,5,2,2,1,2,1,1,5,3,3,4,5,1,0,0.0,0
0,0,40,0,0,409,5,5,5,5,4,4,4,5,5,5,5,5,5,4,0,7.0,1
0,0,60,0,0,2416,2,2,2,2,3,4,5,4,4,4,5,5,4,4,0,3.0,1
0,0,42,1,0,1671,2,1,2,4,5,4,4,2,2,2,2,4,2,1,39,40.0,0
0,0,52,0,0,3302,1,1,2,1,5,4,4,5,5,5,5,4,5,5,0,0.0,1
1,0,42,1,2,273,2,3,2,3,5,2,5,5,1,5,3,1,4,5,0,0.0,0
0,0,63,1,1,802,4,4,3,2,5,4,4,4,4,3,4,5,4,3,0,2.0,0
1,0,40,0,0,235,0,0,0,3,3,5,5,4,4,4,4,3,4,3,0,0.0,1
1,0,32,0,0,2685,4,4,4,4,5,5,5,5,3,5,5,5,5,5,0,0.0,1
1,1,20,0,1,829,4,4,4,4,1,4,3,1,5,5,5,3,5,1,2,0.0,1
0,0,54,1,0,977,3,5,3,5,4,5,5,4,4,3,4,3,4,3,0,0.0,0
0,0,58,1,1,588,1,4,1,2,2,4,5,2,2,1,2,3,2,4,26,13.0,0
0,0,30,0,0,1635,4,4,4,4,4,4,4,4,5,5,4,4,4,4,18,25.0,1
0,0,62,1,1,480,2,1,2,2,1,2,3,2,2,2,4,2,2,2,0,0.0,0
0,1,22,0,1,541,5,0,5,4,5,5,5,5,5,4,5,5,5,5,0,0.0,1
0,0,35,0,0,1201,1,3,3,3,5,4,4,1,1,1,1,4,1,3,14,14.0,0
1,0,23,1,1,802,2,5,2,2,4,2,4,4,1,1,1,4,1,4,42,38.0,0
1,0,52,0,0,3218,2,2,2,2,1,2,2,4,3,3,4,2,1,2,255,244.0,0
1,1,35,0,0,1069,4,3,3,5,2,3,3,2,4,4,5,5,5,2,0,0.0,0
1,0,24,0,0,2502,1,1,1,1,4,5,4,4,2,5,4,4,4,4,141,141.0,1
1,0,44,0,1,293,3,1,4,1,3,3,3,3,1,4,3,1,4,3,42,36.0,0
0,0,38,0,1,1598,2,3,3,3,2,3,2,2,4,4,5,3,2,2,0,0.0,1
1,0,31,0,0,2586,3,3,3,3,5,5,5,1,1,4,5,5,4,5,1,18.0,1
0,0,56,0,0,3150,5,5,5,5,2,3,2,5,5,5,5,4,5,5,0,2.0,1
0,1,39,0,1,369,2,0,3,2,2,3,4,2,4,4,3,1,5,2,0,0.0,0
0,0,56,1,1,548,2,5,2,1,2,4,4,5,5,2,5,3,5,5,0,0.0,0
0,0,65,1,1,687,1,4,1,3,2,5,5,1,1,1,1,3,1,4,0,0.0,0
0,0,16,1,1,1444,2,5,2,5,4,2,4,4,4,2,5,3,4,4,0,19.0,0
0,0,58,1,1,787,3,5,4,3,3,5,4,2,2,4,1,5,2,5,36,51.0,0
0,0,42,0,0,2743,3,5,4,4,3,4,4,4,4,4,3,4,4,2,48,39.0,0
0,0,46,1,1,341,2,3,2,4,4,4,3,4,4,2,4,3,4,2,0,0.0,0
1,1,35,0,1,1368,3,3,3,1,4,3,4,4,4,5,3,4,4,4,0,0.0,0
1,0,44,0,1,2227,2,2,2,2,2,2,2,2,2,4,4,4,4,2,0,0.0,0
0,0,68,1,2,1448,3,2,3,3,5,4,4,2,2,3,2,3,2,1,0,0.0,0
1,1,25,0,0,594,2,5,2,3,2,2,2,2,5,2,5,3,5,2,2,0.0,0
1,1,36,0,1,246,2,4,2,4,5,2,5,5,3,3,1,3,1,5,0,0.0,0
1,0,44,0,0,2597,3,3,3,3,3,5,5,5,5,5,3,5,5,2,49,50.0,1
0,0,48,0,0,2286,5,5,5,5,4,5,4,4,4,4,4,4,4,5,1,0.0,1
1,0,45,0,0,2439,2,2,2,2,1,2,5,5,5,5,5,1,5,3,0,0.0,1
0,1,49,0,0,2454,2,2,2,2,2,1,1,4,5,3,4,1,4,1,0,0.0,0
0,0,55,1,0,1660,1,0,1,3,2,4,5,3,3,1,5,3,3,4,3,2.0,0
0,0,63,1,2,134,3,0,3,2,4,3,4,4,4,3,4,5,4,5,1,0.0,0
0,0,42,0,0,2988,5,5,5,5,2,2,3,4,4,4,4,1,4,4,0,0.0,1
0,0,37,0,1,230,4,3,3,3,4,4,4,4,4,3,3,4,4,4,0,0.0,1
1,0,35,0,0,1042,3,2,2,2,2,4,3,3,3,3,3,3,3,2,0,0.0,0
0,0,36,1,1,83,4,4,4,3,5,4,1,5,4,3,3,3,4,5,0,0.0,0
1,0,58,1,1,247,2,5,2,5,1,2,1,1,2,5,4,5,5,1,0,0.0,0
0,0,48,0,0,2546,4,4,4,4,4,5,5,5,5,5,3,3,5,1,0,0.0,1
0,0,33,1,1,1020,4,4,4,3,1,4,4,1,5,4,1,3,3,1,56,43.0,0
0,0,48,0,0,2745,2,5,5,5,2,4,4,3,3,3,2,3,3,3,7,10.0,0
0,0,79,0,0,338,4,4,4,4,3,3,3,4,4,4,4,3,4,4,0,0.0,0
0,1,41,0,0,630,5,5,5,5,2,5,3,2,3,2,5,3,4,2,0,0.0,1
0,0,25,0,0,1471,5,5,5,5,4,4,4,4,5,2,5,4,5,4,0,0.0,1
0,0,17,1,1,372,4,0,4,4,1,4,1,1,5,4,4,5,4,1,0,0.0,1
1,0,64,1,1,850,3,4,3,1,2,3,2,2,5,2,2,4,1,2,0,1.0,0
1,0,47,0,0,1718,2,2,2,2,3,5,5,3,3,4,3,5,3,3,0,0.0,1
1,0,24,1,1,458,2,4,3,2,3,3,3,3,3,5,5,5,5,3,2,11.0,0
1,0,63,1,0,802,2,4,2,1,2,4,4,4,4,2,5,5,4,4,0,6.0,0
1,0,48,0,2,813,1,4,4,4,1,1,1,1,1,3,4,2,3,1,0,0.0,0
0,0,10,1,1,1010,4,4,4,4,3,4,3,3,2,2,4,4,3,3,66,66.0,0
1,0,63,1,1,692,4,5,4,2,1,4,1,1,5,5,3,1,1,1,4,9.0,1
0,0,27,0,0,2556,5,5,5,5,5,5,5,5,2,5,4,3,4,5,0,0.0,1
1,0,41,0,0,109,2,3,4,3,5,3,3,1,1,1,2,2,1,2,0,0.0,0
0,0,42,1,1,1449,2,1,2,4,3,3,4,4,4,2,4,2,4,2,0,1.0,0
0,0,25,0,0,3990,3,3,2,2,3,3,3,3,1,4,2,4,3,3,0,12.0,0
1,0,67,1,1,147,5,5,0,4,4,0,4,4,3,5,5,4,5,4,0,0.0,1
1,1,20,0,1,408,3,0,3,4,3,3,3,3,5,2,5,4,4,3,0,0.0,0
1,0,37,0,0,106,2,4,4,4,3,3,3,3,3,3,2,2,3,4,3,0.0,0
0,1,29,0,1,1014,2,2,2,2,3,2,3,3,3,2,3,4,3,3,0,21.0,0
0,0,63,1,1,325,3,4,3,3,1,5,2,5,5,3,5,1,5,1,0,0.0,0
1,0,61,1,1,1674,3,5,3,2,5,3,5,5,1,4,4,5,5,5,16,0.0,0
0,0,37,1,1,643,4,4,4,5,1,4,1,1,4,3,5,4,5,1,4,0.0,0
0,1,35,0,0,668,4,4,4,3,4,4,4,4,3,3,5,4,5,4,82,87.0,0
1,0,39,0,0,1530,2,1,5,1,3,4,3,1,1,1,2,3,1,4,1,1.0,0
1,0,42,0,0,3534,2,3,3,3,3,4,3,2,2,3,2,3,2,1,53,75.0,0
1,1,22,0,1,944,1,1,1,3,1,1,1,1,5,1,1,5,5,1,2,0.0,0
1,1,26,0,1,101,2,4,2,1,3,2,3,3,5,1,3,2,5,3,0,0.0,0
1,0,34,0,0,3350,0,0,0,3,1,3,2,4,4,4,4,2,4,5,0,0.0,1
1,0,45,0,2,1097,4,3,3,3,4,4,4,4,3,1,5,4,2,4,156,161.0,1
1,0,54,0,0,1923,2,5,3,5,5,3,4,3,3,3,2,1,3,1,0,0.0,0
0,0,29,0,0,2295,1,5,1,5,1,1,1,1,2,2,2,4,3,1,3,0.0,0
0,0,55,1,1,1754,2,3,1,3,1,3,2,4,4,1,4,4,4,4,0,0.0,0
1,0,47,0,0,993,1,1,1,1,3,5,5,5,5,5,5,4,5,4,0,0.0,1
0,0,45,0,0,2389,0,0,0,5,3,5,4,5,5,5,5,3,5,4,0,0.0,1
0,0,70,1,2,395,3,2,3,4,5,4,3,3,3,3,3,1,3,3,0,0.0,0
0,0,42,0,0,2677,5,5,5,5,2,5,4,4,4,4,4,4,4,5,0,0.0,1
0,0,36,0,1,1598,1,2,2,2,1,1,1,1,4,2,4,2,3,1,0,0.0,0
0,0,39,0,0,2055,0,0,0,4,4,5,4,5,5,5,5,3,5,3,55,52.0,1
0,0,62,1,2,1072,2,4,3,2,2,4,5,1,1,3,1,4,1,5,100,88.0,0
1,0,58,0,0,362,3,3,3,3,4,4,4,5,5,5,5,3,5,5,53,51.0,1
0,1,36,0,1,281,3,0,3,3,1,3,1,1,2,5,4,4,2,1,1,1.0,0
0,0,53,0,0,3533,4,4,4,4,4,3,4,2,2,2,2,2,2,4,0,0.0,1
1,0,55,0,1,323,2,1,1,1,1,2,1,1,1,3,4,2,3,1,0,0.0,0
0,0,36,1,2,448,3,5,3,3,3,3,3,3,4,2,5,3,4,3,0,0.0,0
1,0,53,0,0,1779,4,4,4,4,4,5,4,4,4,4,4,4,4,5,0,44.0,1
0,1,46,0,1,1400,1,1,1,1,5,1,5,5,4,4,1,1,2,5,0,7.0,0
1,1,22,0,1,273,1,0,1,3,1,1,1,1,4,3,4,5,5,1,1,0.0,0
0,0,48,1,1,645,3,5,3,3,2,5,4,1,1,3,1,4,1,4,51,40.0,0
1,0,67,1,1,626,3,5,3,2,3,3,4,3,4,3,4,5,5,3,0,0.0,0
1,0,47,0,0,2521,3,3,3,3,4,4,4,4,2,4,4,4,3,4,0,14.0,1
0,1,20,0,0,570,0,5,0,1,5,0,5,5,5,4,4,4,4,5,6,0.0,1
1,0,24,1,1,363,1,5,1,1,3,1,3,3,5,5,5,3,5,3,0,0.0,0
0,0,57,0,0,3945,1,1,5,1,3,4,4,4,4,4,4,5,4,5,0,0.0,1
1,0,40,0,0,1608,5,5,5,5,3,4,4,5,5,5,5,3,5,4,4,0.0,1
0,0,35,0,0,2372,2,4,4,4,3,3,4,2,2,2,2,1,2,3,0,0.0,0
0,0,31,0,1,1587,2,1,4,4,2,3,2,2,1,3,3,1,4,2,11,4.0,0
1,0,42,0,0,2346,4,4,1,4,4,2,3,4,4,5,3,3,4,1,0,0.0,1
1,0,29,0,0,2288,4,3,3,3,4,4,4,1,5,2,4,4,2,4,2,10.0,0
1,0,28,0,1,759,4,5,5,5,4,4,4,4,4,5,5,5,1,4,2,0.0,1
0,0,24,1,1,222,4,0,4,5,4,4,4,4,4,5,4,4,4,4,55,47.0,1
0,0,39,0,0,3694,1,5,5,5,3,4,3,1,1,1,1,1,1,3,0,0.0,0
1,0,50,0,0,3701,4,4,4,4,3,5,4,4,4,4,4,4,4,5,0,0.0,1
0,0,26,1,1,516,3,5,3,4,4,3,4,4,3,5,2,4,3,4,44,51.0,0
0,0,55,0,0,2034,2,3,3,3,3,4,4,2,2,2,2,4,2,4,0,6.0,0
1,0,57,0,0,460,4,4,5,4,3,5,4,5,5,5,5,3,5,4,0,0.0,1
0,1,25,0,1,248,2,0,2,3,4,2,4,4,1,1,4,3,4,4,0,0.0,0
1,0,25,0,1,588,0,4,0,3,5,0,5,5,4,2,2,2,3,5,0,0.0,1
0,0,53,1,1,484,3,0,3,5,3,5,4,4,4,3,4,5,4,4,0,0.0,0
0,0,20,1,1,544,3,4,5,2,5,5,5,5,4,2,1,4,1,5,0,0.0,0
0,0,45,0,0,3914,1,1,1,1,3,5,5,4,4,5,4,3,4,3,0,0.0,1
0,0,40,0,2,788,3,4,4,4,3,4,3,3,1,1,3,5,5,3,0,35.0,1
1,0,39,0,0,2860,3,3,3,3,4,4,4,3,2,4,5,4,4,4,46,69.0,1
0,0,23,0,0,3888,1,1,1,1,5,5,5,5,4,4,4,4,5,5,0,0.0,1
0,0,58,1,0,867,1,3,1,5,4,4,5,5,5,1,5,4,5,5,11,0.0,0
0,0,13,1,1,912,3,5,3,1,5,3,2,5,4,3,5,3,5,5,9,9.0,0
0,0,37,0,0,1910,5,5,5,5,5,4,4,3,3,4,3,4,3,5,6,0.0,1
0,0,31,0,0,3255,4,4,4,4,4,4,4,4,5,5,4,3,4,4,45,53.0,1
0,1,30,0,1,534,3,1,3,3,2,3,2,2,3,5,2,1,3,2,25,19.0,0
0,0,61,1,1,1597,1,5,1,4,3,5,5,5,5,1,5,4,5,3,0,0.0,0
1,0,40,0,0,200,1,1,1,1,5,4,5,5,5,5,4,4,5,4,8,9.0,1
0,0,51,1,1,2355,1,4,1,4,5,4,4,4,4,1,4,1,4,2,13,0.0,0
1,1,9,0,1,843,4,4,4,4,2,4,2,2,1,1,4,3,3,2,0,0.0,0
0,0,36,0,0,990,2,2,2,2,3,3,3,5,5,5,5,5,5,3,0,0.0,1
1,0,51,0,0,3758,1,1,1,1,4,4,4,4,4,4,4,5,4,5,29,20.0,1
0,0,22,0,0,1722,2,5,5,5,2,2,2,2,2,4,3,3,3,2,0,53.0,0
0,0,53,0,0,1189,3,3,5,3,3,4,5,5,5,5,5,3,5,4,0,7.0,1
0,0,57,0,0,1605,5,5,5,5,3,1,3,4,4,4,5,1,4,4,29,49.0,1
1,0,45,0,2,1008,2,5,5,5,2,2,2,2,5,5,5,4,3,2,0,0.0,1
0,0,45,1,1,1107,4,0,3,2,5,5,4,4,4,3,4,4,4,4,0,0.0,1
1,0,49,0,0,258,4,4,2,4,4,5,4,4,4,4,4,4,4,4,0,0.0,1
0,0,47,1,1,349,4,1,4,3,1,3,3,4,4,4,4,1,4,2,0,0.0,0
1,0,45,0,0,2616,3,3,3,3,5,5,5,4,4,4,4,4,4,3,6,6.0,1
1,0,44,0,1,399,5,4,4,4,5,5,5,5,4,3,2,1,4,5,0,0.0,1
0,0,34,0,0,1012,4,4,4,4,3,4,5,4,4,4,4,5,4,3,7,0.0,1
1,1,63,0,1,406,1,0,1,4,5,1,5,5,1,1,1,2,2,5,0,3.0,0
1,0,25,1,1,562,3,5,2,1,5,2,5,5,5,3,2,3,5,5,19,9.0,0
0,0,40,0,0,1979,1,1,5,1,2,4,5,4,4,4,4,4,4,5,0,0.0,1
0,0,27,0,0,3160,3,2,3,3,5,5,5,5,2,3,3,1,2,5,0,8.0,1
0,0,38,0,0,2831,2,2,2,2,5,4,4,4,4,4,4,3,4,2,3,5.0,1
1,0,59,0,0,236,2,3,3,3,1,2,2,2,2,2,2,3,2,4,27,32.0,0
1,0,24,0,0,651,4,5,5,5,4,4,4,4,2,2,3,3,4,4,0,0.0,0
0,1,24,0,1,1379,3,3,3,3,3,3,3,3,2,4,5,3,4,3,10,2.0,0
1,0,55,0,0,369,2,2,2,2,5,4,5,4,4,4,4,3,4,4,0,8.0,1
1,0,18,1,1,391,2,5,2,3,4,2,4,4,3,3,5,1,5,4,12,6.0,0
1,0,53,0,0,341,2,4,4,4,1,2,3,2,2,2,2,1,2,2,68,73.0,0
1,1,43,0,1,397,4,3,4,3,2,4,2,2,3,5,3,4,4,2,0,6.0,0
1,0,60,0,0,3159,2,2,1,2,5,5,4,3,3,4,3,4,3,5,0,0.0,1
0,0,53,0,0,2859,5,5,5,5,4,5,5,4,4,4,4,4,4,5,0,0.0,1
1,0,52,0,0,1879,5,5,5,5,4,5,4,5,5,5,5,3,5,3,93,89.0,1
0,0,60,1,2,247,1,4,0,1,4,5,4,2,2,0,2,3,2,5,40,42.0,0
0,0,7,1,1,888,3,1,3,3,5,3,5,5,3,5,3,3,4,5,1,23.0,0
1,0,59,0,0,3568,4,2,2,2,2,4,3,4,4,4,4,1,4,2,2,0.0,0
1,0,26,1,1,1124,3,4,3,3,4,3,4,4,4,3,5,4,4,4,0,0.0,0
0,0,68,1,1,954,2,2,2,3,5,4,3,4,4,2,4,2,4,3,0,5.0,0
0,0,55,0,0,3252,5,5,5,5,4,4,4,5,5,5,5,4,5,5,0,0.0,1
1,0,53,0,0,1440,1,1,1,1,2,4,5,4,4,4,4,5,4,4,40,33.0,1
0,1,25,0,0,879,4,2,4,4,4,4,4,4,1,4,4,2,3,4,3,0.0,0
0,0,48,0,0,3078,3,3,3,3,5,4,4,5,5,5,5,3,5,5,0,0.0,1
1,0,56,0,0,1044,3,3,3,3,5,4,5,4,4,4,4,4,4,4,12,8.0,1
1,0,34,0,0,3103,1,1,1,1,5,4,4,1,1,1,1,4,1,2,0,0.0,0
1,0,39,0,0,102,2,2,2,2,4,4,2,5,5,5,5,4,5,2,9,5.0,1
1,0,29,1,1,641,1,4,1,2,5,1,5,5,4,5,5,3,5,5,0,5.0,0
0,1,39,0,1,188,3,2,3,3,5,3,2,5,1,5,3,1,4,5,0,0.0,0
1,0,41,0,0,1744,1,1,1,1,2,5,5,4,4,4,4,3,4,4,0,0.0,1
0,0,24,1,1,512,2,5,2,2,1,2,1,1,5,4,4,3,5,1,12,3.0,0
1,0,60,0,0,1503,2,4,2,2,2,4,4,4,4,5,4,3,4,3,0,25.0,1
0,0,38,0,0,152,4,1,4,4,3,3,2,4,4,4,4,4,4,4,0,0.0,1
1,0,48,0,0,463,2,2,2,2,3,4,3,2,2,2,2,4,2,1,2,8.0,0
1,0,58,1,0,1205,3,1,3,1,4,2,2,4,4,3,4,3,4,4,53,61.0,0
0,0,39,0,0,306,2,2,2,2,2,5,5,5,5,5,5,5,5,3,2,0.0,1
1,0,36,0,0,429,3,3,3,3,5,4,5,4,4,4,4,5,4,1,23,19.0,1
0,0,41,0,0,1867,5,5,5,5,2,5,5,4,4,4,4,3,4,4,0,6.0,1
0,0,42,1,1,675,3,4,3,3,3,4,5,3,3,3,3,3,3,4,0,0.0,0
0,0,22,0,0,2058,2,1,1,1,2,2,2,2,1,4,1,2,2,2,19,19.0,0
1,0,50,1,1,666,4,4,4,3,5,4,5,5,1,2,4,4,5,5,6,1.0,0
1,0,51,0,1,861,3,2,2,2,3,3,3,3,1,3,3,2,4,3,0,3.0,0
1,0,52,0,1,488,4,1,1,1,4,4,4,4,1,2,2,1,2,4,27,28.0,0
0,0,38,0,2,265,5,1,1,1,5,5,5,5,1,1,5,1,2,5,41,82.0,1
1,0,25,0,0,1069,2,2,2,2,2,2,2,2,4,5,3,4,4,2,0,0.0,0
1,0,54,0,0,192,3,4,4,4,3,3,3,1,1,1,3,2,1,2,13,12.0,0
0,0,44,1,1,954,2,2,2,3,4,3,3,4,4,2,4,4,4,4,0,0.0,0
1,0,41,0,0,2104,3,3,5,3,2,5,4,5,5,5,5,4,5,5,79,79.0,1
1,0,20,0,0,1607,2,4,4,4,2,2,2,2,1,5,1,2,1,2,0,0.0,0
1,0,64,1,1,1400,4,3,3,3,1,3,1,1,1,4,4,2,4,1,25,0.0,0
1,1,20,0,1,500,5,0,5,1,3,5,3,3,3,2,5,5,5,3,8,10.0,1
1,0,50,0,0,1516,5,5,5,5,5,5,2,5,5,5,5,5,5,2,0,0.0,1
1,0,39,1,1,882,4,1,4,2,4,4,1,4,2,2,2,1,2,4,2,0.0,1
0,1,28,0,0,1197,4,4,4,3,4,4,4,4,5,4,4,4,5,4,0,0.0,1
0,0,33,0,0,2574,4,5,5,5,5,4,4,4,4,4,4,2,4,4,0,0.0,0
1,0,19,0,0,2905,4,4,4,4,4,4,4,4,5,4,4,3,4,4,0,0.0,1
0,0,45,0,0,2026,4,4,4,4,3,4,5,4,4,4,4,4,4,4,2,31.0,1
1,1,22,0,1,589,3,4,2,4,4,2,4,4,3,4,4,3,5,4,68,61.0,0
0,1,27,0,1,130,4,2,4,3,3,4,4,3,3,4,2,1,2,3,32,41.0,0
1,0,45,1,1,554,4,3,4,3,4,4,4,4,4,1,4,5,5,4,0,0.0,0
0,0,46,0,0,255,0,0,0,3,4,5,4,2,2,1,1,5,2,5,0,4.0,1
