39, State-gov,77516, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Male,2174,0,40, United-States,target
41,2,286970,9,13,2,0,0,4,1,0,0,40,38,0
41,2,352812,15,10,2,3,5,4,0,0,1902,40,38,1
24,2,225515,9,13,4,3,1,4,0,0,0,40,38,0
47,1,198660,9,13,2,9,0,4,1,0,0,40,38,1
19,2,175081,6,5,4,2,2,4,1,0,0,60,38,0
36,2,116608,11,9,4,0,1,4,0,4865,0,40,38,0
61,4,220342,5,4,2,13,0,4,1,0,0,30,38,0
48,4,171986,11,9,0,9,1,4,1,0,0,15,38,0
39,2,250157,9,13,4,9,1,4,0,0,0,63,38,0
44,2,150533,15,10,5,2,1,4,1,0,1876,55,38,0
48,4,200825,15,10,2,3,0,4,1,0,0,30,38,1
41,2,195124,12,14,4,3,1,4,1,0,0,35,5,0
17,2,150262,1,7,4,11,3,4,0,0,0,20,38,0
21,5,166704,15,10,4,7,3,4,0,0,0,14,38,0
28,2,175343,9,13,2,11,0,4,1,0,0,40,38,0
36,2,160120,11,9,2,0,0,1,1,0,0,40,39,0
28,1,401886,11,9,4,0,2,4,1,0,0,20,38,0
34,2,261023,15,10,2,2,0,4,1,0,1651,38,38,0
46,4,110015,5,4,2,3,0,4,1,0,0,75,11,0
55,2,276229,11,9,6,11,1,4,0,0,0,38,38,0
44,2,169980,1,7,2,7,0,2,1,0,0,60,38,0
39,2,272338,11,9,2,0,5,4,0,0,0,25,38,0
59,2,172071,11,9,2,9,5,2,0,0,0,38,22,0
43,2,55395,15,10,2,2,0,4,1,0,0,40,38,0
40,5,59460,15,10,0,0,4,4,0,0,0,38,38,0
20,2,161092,15,10,4,5,3,4,1,0,0,40,38,0
18,2,423024,2,8,4,5,3,4,1,0,0,20,38,0
22,2,107882,11,9,4,9,3,4,0,0,0,20,38,0
31,2,118941,15,10,0,7,3,4,0,0,0,20,38,0
19,2,60890,11,9,4,2,1,4,1,0,0,49,38,0
21,2,119156,15,10,4,6,3,4,1,0,0,20,38,0
59,1,100776,8,11,0,0,1,4,0,0,0,40,38,0
22,2,218886,2,8,4,5,3,0,1,0,0,40,38,0
34,2,202046,11,9,2,2,0,4,1,0,0,35,38,1
54,1,169785,12,14,6,9,4,4,0,0,0,38,38,0
39,2,328466,1,7,2,7,0,4,1,2407,0,70,25,0
63,2,236338,11,9,2,11,5,4,0,0,0,35,38,0
31,2,87950,8,11,0,11,1,0,0,0,0,40,38,0
33,2,354573,12,14,2,9,0,4,1,15024,0,44,38,1
70,4,172370,14,15,2,9,0,4,1,0,0,25,38,0
56,2,282023,12,14,2,9,0,4,1,0,0,40,38,1
51,2,204447,15,10,2,9,0,4,1,0,0,45,38,1
30,2,39386,15,10,2,3,0,2,1,0,0,99,38,0
30,2,148524,11,9,2,13,0,4,1,0,2057,40,38,0
35,4,216256,6,5,2,2,0,4,1,0,0,50,38,0
48,5,85384,15,10,2,2,0,4,1,0,0,40,38,1
42,4,30759,11,9,2,2,0,4,1,0,0,35,38,0
45,2,114797,11,9,5,6,4,2,0,0,0,40,38,0
36,2,111128,15,10,5,3,1,4,1,0,0,60,38,1
34,2,185216,15,10,4,0,3,4,1,0,0,40,38,0
38,2,173968,11,9,2,2,0,4,1,0,0,45,38,0
35,2,139647,15,10,0,3,1,4,0,0,0,40,38,1
52,2,191529,9,13,0,4,1,4,1,0,0,40,38,0
59,5,303176,15,10,2,3,0,4,1,0,2179,40,38,0
33,2,181388,11,9,5,7,4,4,0,0,0,40,38,0
26,2,456618,15,10,4,0,3,4,1,2597,0,40,38,0
43,5,78765,15,10,0,3,4,4,1,0,0,40,38,0
43,3,48087,11,9,2,2,0,4,1,0,0,40,38,0
24,1,155818,15,10,2,0,5,4,0,0,0,44,38,0
51,2,183709,8,11,5,9,4,4,0,0,0,40,38,0
17,2,153021,2,8,4,11,3,4,0,0,0,20,38,0
66,4,212456,11,9,6,2,1,4,1,0,0,20,38,0
27,2,212041,11,9,4,2,1,4,1,0,0,50,38,0
24,2,293579,11,9,4,11,3,2,0,0,0,20,38,0
26,2,173927,8,11,4,9,3,3,0,0,0,60,22,0
27,2,295289,15,10,4,7,3,2,0,0,0,30,38,0
30,2,111415,11,9,2,7,0,4,1,0,0,55,10,0
54,4,109413,9,13,2,4,0,4,1,0,0,50,38,0
25,1,334133,12,14,4,9,3,4,1,0,0,20,38,0
17,2,194612,1,7,4,7,3,4,1,0,0,25,38,0
24,2,73514,15,10,4,11,1,1,0,0,0,50,29,0
41,2,220531,10,16,2,9,0,4,1,0,0,50,38,1
55,2,156797,15,10,0,6,1,4,0,0,0,40,38,0
32,2,270968,9,13,0,3,1,4,0,0,0,50,38,1
35,2,129573,11,9,2,13,0,4,1,0,0,65,38,0
35,2,183898,11,9,0,2,4,4,1,2354,0,40,38,0
26,2,287797,15,10,2,2,0,4,1,0,0,45,38,0
54,2,240542,15,10,0,11,4,4,0,0,0,48,38,0
23,2,62339,9,13,4,9,3,4,1,0,0,40,38,0
36,2,448337,11,9,5,11,4,2,0,0,0,40,38,0
55,1,254949,11,9,2,5,0,4,1,0,0,40,38,0
32,1,100135,9,13,2,9,5,4,0,0,0,35,38,1
51,2,240988,1,7,2,6,0,1,1,0,0,40,29,0
35,2,89508,11,9,2,13,0,4,1,0,0,50,38,1
19,2,329130,1,7,5,7,3,4,0,0,0,40,38,0
29,2,26451,11,9,2,5,0,0,1,0,0,40,38,0
31,2,165148,11,9,5,3,4,4,0,0,0,12,38,0
33,2,409172,9,13,2,3,3,4,1,0,0,55,38,0
48,3,481987,0,6,2,3,0,4,1,0,0,40,38,0
22,2,59924,11,9,4,7,3,4,0,0,0,40,38,0
35,2,225860,8,11,2,2,0,4,1,0,0,40,38,1
19,2,186096,11,9,4,7,3,2,1,0,0,30,38,0
48,2,247895,9,13,2,3,0,2,1,0,0,40,38,1
20,2,206215,11,9,4,0,3,4,0,0,0,40,38,0
26,2,51961,2,8,4,11,2,2,1,0,0,51,38,0
22,2,222993,11,9,4,5,3,4,1,0,0,40,38,0
33,1,256529,11,9,5,7,3,4,0,0,0,80,38,0
34,2,255693,11,9,2,0,5,4,0,0,0,20,38,0
31,2,58582,15,10,4,2,1,4,1,0,0,46,38,0
43,1,114859,15,10,2,13,0,4,1,0,0,17,38,0
33,2,143653,11,9,2,2,0,4,1,0,0,30,38,0
25,2,81286,11,9,2,2,0,4,1,0,0,45,38,0
25,2,44861,11,9,4,7,1,4,1,0,0,40,38,0
21,2,518530,15,10,4,0,3,4,0,0,0,40,38,0
50,2,188186,12,14,0,11,1,4,0,0,1590,45,38,0
50,3,174855,11,9,0,3,4,4,0,0,0,40,38,0
35,1,387777,7,12,2,10,0,4,1,0,0,52,38,0
45,2,261192,11,9,2,7,0,2,1,0,0,40,38,0
35,2,99357,12,14,2,9,5,4,0,15024,0,50,38,1
41,2,188615,15,10,2,2,0,4,1,0,0,40,38,1
38,4,322143,9,13,2,7,0,4,1,0,0,10,38,0
38,2,205493,11,9,2,3,5,4,0,0,0,60,38,1
53,2,223696,2,8,3,5,1,3,1,0,0,56,5,0
31,4,226696,8,11,2,4,0,4,1,0,0,60,38,1
49,2,166789,11,9,2,0,0,4,1,0,0,40,38,0
39,4,193689,11,9,4,3,1,4,1,0,0,65,38,0
41,2,89226,11,9,0,2,1,4,1,0,0,40,38,0
45,1,55377,9,13,2,9,0,2,1,0,0,40,38,0
31,2,196025,10,16,3,9,1,1,1,0,0,60,2,0
54,2,421561,12,14,2,3,0,4,1,0,0,45,38,1
24,2,197387,11,9,4,7,3,4,1,0,0,40,25,0
51,4,306784,11,9,2,3,0,4,1,0,0,30,38,0
51,5,155594,15,10,2,11,0,4,1,0,1887,40,38,1
48,2,98524,7,12,2,2,0,4,1,0,0,45,38,0
30,2,342709,11,9,2,5,0,4,1,0,0,40,38,0
24,2,246207,9,13,4,6,3,2,0,0,0,40,38,0
45,0,311671,8,11,2,10,0,4,1,3908,0,40,38,0
53,4,162576,5,4,2,12,0,4,1,0,0,99,38,0
23,4,409230,3,2,2,11,2,4,1,0,0,40,38,0
32,4,62272,11,9,0,3,4,4,0,0,0,40,38,0
41,2,70092,15,10,0,0,4,4,0,0,0,38,38,0
18,2,132652,1,7,4,7,3,4,1,0,0,20,38,0
61,3,102191,12,14,6,3,4,4,0,0,0,99,38,0
49,3,191277,15,10,2,3,0,4,1,15024,0,50,38,1
28,2,312372,11,9,2,3,0,2,1,15024,0,40,38,1
35,2,244803,11,9,4,5,2,4,1,0,0,40,28,0
28,5,52636,12,14,2,3,0,4,1,0,0,40,38,0
59,2,151977,0,6,5,8,1,2,0,0,0,30,38,0
35,2,186934,12,14,5,9,1,4,1,0,0,40,38,1
44,2,205051,0,6,0,0,4,4,0,0,0,40,38,0
30,2,151001,4,3,2,6,0,4,1,3464,0,40,25,0
52,2,232024,15,10,0,0,1,4,0,0,0,60,38,0
29,2,376680,11,9,4,12,3,2,1,0,0,40,38,0
41,2,149909,11,9,2,2,0,4,1,0,1848,40,38,1
44,4,83812,9,13,0,3,1,4,1,0,0,60,38,0
35,2,82552,7,12,2,12,0,4,1,0,0,40,38,0
52,2,125932,5,4,6,7,1,4,0,0,0,40,38,0
39,2,333305,15,10,2,11,5,4,0,0,0,45,38,1
34,2,112139,11,9,2,2,0,4,1,0,0,40,38,0
28,2,291374,2,8,4,11,4,2,0,0,0,40,38,0
31,4,182177,11,9,2,2,0,4,1,0,1902,40,38,1
27,2,189589,15,10,0,12,1,4,0,0,0,40,38,0
51,4,186845,9,13,2,4,0,4,1,0,0,8,38,0
48,2,160647,15,10,4,3,1,4,0,0,0,40,20,1
56,3,75214,14,15,2,9,0,4,1,0,0,32,38,1
26,2,133766,11,9,2,4,0,4,1,0,0,70,38,0
47,2,185399,11,9,2,7,5,4,0,0,0,38,38,0
28,2,209205,12,14,2,9,0,4,1,0,0,45,38,1
43,5,139734,9,13,2,3,0,4,1,15024,0,40,38,1
46,2,185673,11,9,0,13,1,4,1,0,0,40,38,0
66,1,362165,9,13,6,9,1,2,0,0,2206,25,38,0
34,2,215047,15,10,4,3,1,4,1,0,0,45,38,0
50,2,196975,11,9,2,2,0,4,1,0,0,40,38,1
26,2,108658,11,9,4,6,1,4,1,0,0,40,38,0
43,2,105936,11,9,2,0,5,4,0,0,0,35,38,1
32,2,273241,9,13,2,3,5,4,0,0,0,40,38,1
39,2,272950,9,13,2,2,0,4,1,0,0,45,38,1
28,2,30912,11,9,2,7,0,4,1,0,0,43,38,0
43,2,128354,11,9,0,3,1,4,0,0,0,40,38,0
29,2,122112,9,13,2,11,5,4,0,0,0,50,38,0
34,2,58305,11,9,2,2,0,4,1,0,1573,40,38,0
45,5,319666,14,15,0,9,4,4,0,0,0,43,38,0
49,4,241753,11,9,0,7,4,4,0,0,0,40,38,0
53,2,424079,12,14,2,3,0,4,1,15024,0,55,38,1
38,2,234298,9,13,0,3,1,4,1,6849,0,60,38,0
24,2,99386,9,13,3,9,3,4,0,0,0,40,38,0
24,2,303296,15,10,2,0,5,1,0,0,0,40,24,0
35,2,174503,11,9,0,2,1,4,0,0,0,40,38,0
28,2,71733,15,10,5,7,4,4,0,0,0,15,38,0
32,2,193380,11,9,4,13,3,4,1,0,0,40,38,0
45,5,81853,15,10,2,0,5,1,0,0,0,40,38,1
52,3,415037,15,10,0,3,1,4,1,0,0,65,38,1
53,1,164300,9,13,0,0,4,4,0,0,0,38,5,0
38,2,115289,11,9,2,6,0,4,1,0,0,40,38,0
53,2,137192,9,13,0,3,4,1,1,0,0,50,38,0
77,2,154205,11,9,6,0,1,4,0,0,0,10,38,0
30,2,219110,11,9,2,2,0,4,1,0,0,46,38,0
66,2,192504,12,14,2,11,0,4,1,0,0,40,38,0
31,2,213002,2,8,4,11,1,4,1,4650,0,50,38,0
44,5,55076,12,14,4,9,1,4,0,0,0,60,38,0
38,2,186934,15,10,2,2,0,4,1,0,0,45,38,0
37,2,203070,15,10,5,0,3,4,1,0,0,62,38,0
21,2,305874,15,10,2,2,0,4,1,0,0,54,38,0
31,1,189269,11,9,4,10,3,4,1,0,0,40,38,0
55,2,61708,11,9,2,0,0,4,1,6418,0,50,38,1
51,2,30008,11,9,2,13,0,4,1,0,0,60,38,0
30,2,188146,11,9,2,6,0,4,1,5013,0,40,38,0
36,2,37778,15,10,2,3,0,4,1,0,0,40,38,0
22,2,113550,11,9,4,0,3,4,0,0,0,40,38,0
63,2,383058,9,13,2,11,0,4,1,0,1848,40,38,1
38,2,238980,15,10,2,7,0,4,1,0,0,40,38,0
23,2,176262,8,11,4,0,2,4,0,0,0,36,38,0
23,2,39182,11,9,2,11,0,4,1,0,0,40,38,0
31,2,178370,11,9,0,7,4,4,0,0,0,99,38,1
53,2,34368,15,10,2,3,0,4,1,0,0,45,38,1
26,5,58039,15,10,2,7,0,4,1,0,0,40,38,0
24,2,122166,15,10,4,0,3,4,0,0,0,40,19,0
49,2,214169,15,10,2,2,0,4,1,0,0,40,38,1
21,2,229826,15,10,2,6,0,4,1,0,0,20,38,0
43,5,33331,14,15,2,9,0,4,1,0,1977,70,38,1
34,5,216283,9,13,2,9,5,4,0,0,0,45,38,1
35,2,207568,0,6,4,7,3,4,1,0,0,40,38,0
35,2,140564,9,13,2,11,0,4,1,0,0,40,38,1
18,2,36162,1,7,4,2,3,4,1,0,0,5,38,0
52,4,173839,0,6,2,3,0,4,1,0,0,60,38,0
21,2,223352,11,9,4,7,1,4,0,1055,0,30,38,0
29,2,444304,9,13,2,9,0,4,1,0,0,40,38,1
42,2,29702,0,6,2,6,0,4,1,0,0,40,38,0
31,2,20511,9,13,4,7,1,4,0,0,0,25,38,0
63,4,117681,8,11,2,4,0,4,1,0,0,40,38,0
47,1,148576,14,15,2,9,0,4,1,0,0,35,38,0
45,2,26781,11,9,2,9,0,0,1,0,0,8,38,0
40,2,198873,14,15,2,9,5,4,0,15024,0,30,38,1
39,2,89419,8,11,0,7,1,0,0,0,0,40,3,0
38,2,222450,4,3,2,6,0,4,1,0,0,40,25,0
22,2,46561,8,11,2,6,0,4,1,0,0,40,38,0
33,2,120201,11,9,0,0,3,3,0,0,0,65,38,0
50,2,98215,11,9,0,7,1,4,1,0,0,40,38,0
33,2,318982,15,10,2,3,0,4,1,0,0,45,38,1
50,4,132716,14,15,2,3,0,4,1,99999,0,50,38,1
59,5,192258,10,16,2,9,0,4,1,0,0,40,38,1
49,2,104455,9,13,3,7,1,1,1,0,0,40,29,0
21,2,121407,8,11,4,7,3,4,0,0,0,36,38,0
32,2,53373,15,10,2,2,0,4,1,0,0,36,38,0
39,2,139743,11,9,5,0,1,4,0,0,0,20,38,0
18,2,74539,0,6,4,11,1,4,1,0,0,20,38,0
28,2,155621,4,3,4,2,1,4,1,0,0,40,3,0
32,2,257978,8,11,6,12,4,2,0,0,0,40,38,0
64,4,65991,11,9,2,4,0,4,1,7298,0,45,38,1
26,2,192302,15,10,2,3,5,4,0,0,0,25,38,0
31,2,359249,8,11,4,10,3,2,1,0,0,40,38,0
38,2,175441,11,9,4,5,1,2,1,0,0,40,38,0
43,1,37937,7,12,2,12,0,4,1,0,0,43,38,0
38,1,91711,9,13,2,9,0,4,1,0,0,50,38,1
60,4,127805,5,4,2,13,0,4,1,0,0,40,38,1
22,2,59184,7,12,4,0,1,4,1,0,0,45,38,0
27,3,89718,15,10,5,11,3,4,0,0,0,40,38,0
22,2,305498,11,9,0,11,3,4,0,0,0,33,38,0
41,3,146659,15,10,0,6,1,4,0,0,0,40,15,0
30,4,115932,11,9,4,2,1,4,1,99999,0,50,38,1
48,4,65535,11,9,2,4,0,4,1,0,0,50,38,0
47,1,93476,9,13,5,9,1,4,0,0,0,70,38,0
60,4,261119,11,9,0,2,4,4,0,0,0,40,38,0
21,2,175800,11,9,4,9,4,4,0,0,0,55,38,0
34,2,165737,12,14,2,9,0,1,1,0,0,43,18,1
34,2,223678,11,9,4,7,4,0,0,0,0,32,38,0
21,2,199915,15,10,4,7,3,4,0,0,0,40,38,0
58,2,131608,15,10,6,2,1,4,1,0,0,40,38,0
22,1,238831,15,10,4,10,3,4,1,0,0,40,38,0
20,2,411862,8,11,4,7,1,4,1,0,0,30,38,0
35,2,340428,7,12,4,0,1,4,0,0,0,35,38,0
23,2,227070,15,10,4,7,4,4,0,0,0,48,7,0
62,3,200577,12,14,2,11,0,4,1,0,0,45,38,1
35,2,162358,9,13,4,3,1,4,0,0,0,50,38,1
50,2,98350,15,10,2,0,0,1,1,0,0,40,29,1
44,2,139907,15,10,4,11,3,4,1,0,0,50,38,0
29,2,225024,11,9,0,2,1,4,1,0,0,40,38,0
21,2,147655,11,9,4,7,3,4,0,0,0,35,38,0
31,2,400535,15,10,2,0,0,4,1,0,0,40,38,0
23,2,124971,15,10,0,0,1,4,1,0,0,40,38,0
33,2,23871,11,9,0,7,4,4,0,0,0,30,38,0
30,2,123397,11,9,4,5,4,4,0,0,0,40,38,0
23,2,213115,11,9,4,0,3,2,0,0,0,40,38,0
51,2,168660,11,9,2,3,0,4,1,0,0,50,38,0
18,2,335065,5,4,4,11,3,4,1,0,0,30,25,0
38,0,95432,11,9,2,0,0,4,1,0,0,40,38,1
30,4,33308,11,9,4,2,1,4,1,0,0,40,38,0
33,2,40681,7,12,4,0,1,4,0,0,0,40,38,0
31,2,220690,15,10,0,2,1,4,1,0,0,80,38,0
22,1,412316,11,9,4,5,3,2,1,0,0,40,38,0
19,4,36012,11,9,4,2,3,4,1,0,0,40,38,0
33,5,173806,12,14,4,9,1,4,1,0,0,30,38,0
54,2,77336,11,9,2,11,0,4,1,0,0,40,38,0
63,2,172740,15,10,2,9,0,4,1,0,0,40,38,0
26,2,177147,9,13,4,0,1,4,1,6849,0,65,38,0
30,2,207937,14,15,0,9,1,4,1,10520,0,50,38,1
66,2,114447,8,11,6,9,1,4,0,0,0,35,38,0
61,2,147393,14,15,2,3,0,4,1,0,0,20,38,0
29,1,190330,15,10,4,7,3,4,0,0,0,10,38,0
28,0,341709,11,9,4,2,1,4,1,0,0,40,38,0
41,2,207578,7,12,2,3,0,2,1,0,0,50,18,1
60,2,106850,0,6,0,6,1,4,0,0,0,40,38,0
33,2,144949,12,14,2,9,0,4,1,15024,0,40,38,1
19,2,418324,15,10,4,11,3,4,1,0,0,36,38,0
37,2,148143,11,9,4,6,4,2,0,0,0,40,38,0
37,2,233571,8,11,2,12,5,4,0,0,0,37,38,1
30,2,261023,15,10,0,6,4,4,1,0,0,50,38,0
29,2,421065,11,9,4,6,1,4,1,0,0,48,38,0
22,2,223019,11,9,4,0,3,4,0,0,0,20,38,0
43,2,111895,9,13,2,9,0,4,1,0,0,50,38,1
31,2,487742,15,10,5,11,4,4,0,0,0,40,38,0
43,1,293535,9,13,2,9,0,2,1,0,0,40,38,1
26,0,85482,11,9,4,0,1,1,1,0,0,40,38,0
23,2,216811,11,9,4,0,3,4,0,0,0,16,38,0
48,5,148306,12,14,0,9,4,4,0,0,0,40,38,0
22,0,65547,15,10,4,3,1,2,1,0,0,40,38,0
44,2,277533,15,10,2,2,0,4,1,0,0,40,38,0
28,2,96020,9,13,2,3,5,4,0,0,0,50,38,1
45,2,327886,14,15,4,9,1,4,1,0,0,40,38,1
36,2,130926,9,13,0,0,1,4,0,3674,0,40,38,0
58,2,322691,9,13,2,6,0,4,1,0,0,40,38,1
23,2,244408,15,10,4,0,2,1,0,0,0,24,39,0
37,2,282951,11,9,2,9,0,4,1,0,0,40,38,0
17,2,198146,1,7,4,11,3,4,0,0,0,16,38,0
25,3,182750,9,13,4,11,1,4,1,0,0,45,38,1
40,1,24763,15,10,0,13,4,4,1,6849,0,40,38,0
23,2,202989,11,9,4,9,1,4,1,0,0,40,1,0
39,4,68781,11,9,2,3,0,4,1,0,0,40,38,0
32,2,204742,9,13,2,9,0,4,1,0,0,40,38,1
57,2,562558,11,9,0,0,4,4,0,0,0,40,38,0
39,2,355468,11,9,2,11,0,4,1,0,1887,46,38,1
36,2,177907,15,10,2,6,0,4,1,0,0,65,38,0
38,1,200153,7,12,4,9,1,4,1,0,0,40,38,0
23,1,162551,9,13,4,9,3,1,0,0,0,35,2,0
69,4,69306,15,10,2,7,5,4,0,0,0,15,38,0
33,2,206512,15,10,0,9,1,4,1,0,0,40,38,0
28,2,288598,11,9,2,2,0,4,1,0,0,35,38,0
54,4,82551,8,11,2,12,2,4,0,0,0,10,38,0
70,2,236055,5,4,6,7,1,4,0,0,0,35,38,0
37,2,120074,11,9,4,13,1,4,1,0,0,40,38,0
58,5,110517,10,16,2,9,0,1,1,4064,0,40,18,0
34,2,192002,12,14,2,9,0,4,1,0,0,55,38,1
40,2,141657,11,9,0,0,4,4,0,0,0,40,38,0
53,2,374588,11,9,2,13,0,2,1,0,0,60,38,0
19,2,89397,11,9,4,7,3,4,1,0,0,40,38,0
37,2,361888,9,13,4,9,1,4,1,10520,0,40,38,1
48,4,30840,15,10,2,9,0,4,1,5013,0,45,38,0
32,2,398988,9,13,4,3,1,4,1,0,0,40,38,0
58,2,223400,7,12,2,8,2,4,0,0,0,35,30,0
45,4,271828,9,13,2,2,0,4,1,0,0,20,38,0
54,2,219737,11,9,6,11,1,4,0,0,0,37,38,0
47,2,51835,14,15,2,9,5,4,0,0,1902,60,15,1
36,2,189674,15,10,5,7,2,2,0,0,0,40,38,0
49,2,169042,11,9,5,9,4,4,0,0,625,40,32,0
31,2,152940,15,10,2,2,0,4,1,0,0,40,38,0
42,2,98211,9,13,2,3,0,4,1,15024,0,45,38,1
44,2,187584,11,9,2,10,0,4,1,0,0,40,1,0
40,2,205195,7,12,2,11,0,4,1,0,0,60,38,1
34,2,375680,7,12,4,2,3,2,0,0,0,40,38,0
30,2,219318,11,9,4,6,2,4,0,0,0,35,32,0
31,1,102130,12,14,2,9,0,4,1,0,0,45,38,0
44,1,101593,12,14,4,9,1,4,1,0,1876,42,38,0
40,2,64980,15,10,2,0,0,2,1,0,0,55,38,1
44,2,191893,11,9,4,7,3,4,0,0,0,24,38,0
36,5,340091,10,16,2,9,5,4,0,0,0,36,38,1
38,2,29874,8,11,2,2,0,4,1,0,0,40,38,0
25,2,123586,15,10,4,0,4,3,1,0,0,40,38,0
39,1,170382,12,14,2,9,5,4,0,0,0,50,8,1
33,2,207301,7,12,0,3,3,4,0,0,0,40,38,0
36,2,36423,11,9,2,13,0,4,1,0,0,25,38,1
17,2,327434,0,6,4,11,3,4,1,0,0,20,38,0
52,2,152373,15,10,2,11,0,4,1,0,0,40,38,0
24,2,180931,9,13,2,11,0,2,1,0,0,30,38,0
41,2,113324,11,9,2,5,0,4,1,0,0,40,38,0
34,3,174215,12,14,4,3,1,4,0,4787,0,45,9,1
47,2,106255,15,10,2,2,0,4,1,0,0,40,38,0
37,2,126743,3,2,2,7,0,4,1,0,0,53,25,0
38,4,280169,9,13,2,11,0,4,1,7298,0,50,38,1
54,2,183611,15,10,2,11,0,4,1,3137,0,50,38,0
42,2,341204,7,12,0,9,4,4,0,8614,0,40,38,1
39,2,22245,9,13,2,9,1,4,1,0,0,60,38,0
24,4,322931,5,4,2,13,0,4,1,0,1902,40,38,1
26,2,282142,8,11,2,3,5,4,0,0,0,40,38,0
60,4,282066,9,13,2,3,0,4,1,0,1977,45,38,1
60,0,27466,15,10,6,3,1,4,0,0,0,40,8,0
29,2,253801,11,9,4,2,2,4,1,0,0,40,38,0
35,2,111387,6,5,4,2,1,4,1,0,0,40,38,0
36,2,263130,12,14,4,9,1,4,0,0,0,40,38,0
51,4,74160,12,14,0,9,4,4,1,0,0,60,38,1
37,2,198216,7,12,0,12,1,4,0,0,0,40,38,0
28,2,375313,11,9,2,6,0,1,1,0,0,40,29,0
32,2,34104,11,9,2,3,0,4,1,3103,0,55,38,1
43,2,43945,15,10,2,2,0,4,1,0,0,40,38,1
20,0,340217,11,9,4,0,3,4,0,0,0,40,38,0
32,3,317660,11,9,2,2,0,4,1,7688,0,40,38,1
36,2,321733,9,13,0,3,1,4,1,0,1741,40,38,0
24,2,326334,9,13,4,9,3,4,1,0,0,20,38,0
35,0,103214,10,16,4,9,1,0,0,0,0,60,38,1
39,2,90646,8,11,0,0,4,4,0,0,0,40,38,0
44,2,98211,9,13,2,3,0,4,1,0,0,40,38,1
22,2,83998,15,10,4,11,1,4,1,0,0,40,38,0
29,2,36601,9,13,4,9,1,4,0,0,0,50,38,0
28,2,407672,15,10,0,2,4,4,0,0,0,40,38,0
43,2,212847,15,10,0,6,1,4,1,0,0,40,38,0
32,5,119033,11,9,2,13,0,4,1,0,0,40,38,1
40,2,240124,11,9,2,3,0,4,1,0,0,40,38,1
42,2,154374,9,13,2,3,0,4,1,0,2415,60,38,1
61,2,191188,0,6,6,4,4,4,1,0,0,20,38,0
35,1,230754,12,14,4,9,3,2,0,0,0,40,38,0
24,2,236696,9,13,4,3,1,4,1,0,0,40,38,0
40,2,34722,15,10,0,13,1,4,1,0,0,48,38,1
31,2,175509,9,13,4,9,1,4,1,0,0,50,38,0
30,3,84119,9,13,4,3,3,4,1,0,0,43,38,0
18,3,38307,1,7,4,4,3,4,1,0,0,30,38,0
46,2,127089,15,10,2,9,0,4,1,5178,0,38,38,1
20,2,368852,15,10,4,7,3,4,0,0,0,20,38,0
51,2,74784,9,13,0,11,1,4,0,0,0,60,38,0
59,3,122390,15,10,2,3,0,4,1,0,1977,48,38,1
35,2,168322,1,7,2,4,0,4,1,0,0,40,38,0
58,2,250206,0,6,2,2,0,4,1,5178,0,40,38,1
41,2,157025,11,9,4,6,4,2,1,0,0,40,38,0
24,2,85041,11,9,5,7,4,4,0,0,0,25,38,0
26,2,98155,11,9,2,3,0,4,1,0,0,40,38,0
27,2,249315,15,10,4,11,1,4,1,0,0,44,38,0
27,2,109165,15,10,2,2,0,4,1,0,0,60,38,0
47,2,287480,15,10,2,2,0,4,1,0,0,40,38,0
32,2,509350,15,10,2,5,0,4,1,0,0,50,1,1
56,2,106723,11,9,0,0,1,4,0,0,0,40,38,0
38,2,233194,11,9,2,11,0,2,1,0,0,40,38,1
38,2,312271,9,13,2,9,0,4,1,0,0,50,38,1
45,4,182677,11,9,3,2,1,1,1,0,0,40,36,0
27,2,90692,8,11,4,7,1,1,0,0,0,40,29,0
26,2,181655,8,11,2,0,0,4,1,0,2377,45,38,0
25,2,38090,9,13,4,11,1,4,1,0,0,44,38,0
55,2,118993,15,10,5,3,4,4,0,0,0,10,38,0
40,2,316820,5,4,2,11,0,4,1,4064,0,40,38,0
22,2,315974,15,10,4,11,1,4,0,0,0,40,38,0
60,2,166330,11,9,2,7,5,4,0,99999,0,40,38,1
25,2,104662,11,9,4,7,4,4,0,0,0,22,38,0
44,2,277647,11,9,2,11,0,4,1,0,1902,40,38,1
26,2,248612,9,13,4,3,1,4,1,0,0,70,38,1
19,2,571853,11,9,4,7,3,4,1,0,0,30,38,0
30,3,443546,8,11,2,11,0,4,1,0,0,35,38,0
56,2,156052,11,9,6,7,4,2,0,594,0,20,38,0
24,2,106085,11,9,4,7,3,2,1,0,1721,30,38,0
35,2,109351,9,13,4,11,1,4,0,8614,0,45,38,1
31,2,272856,11,9,4,2,3,2,1,0,0,50,8,0
32,4,350624,2,8,2,2,0,4,1,0,0,40,38,0
41,2,141642,11,9,4,7,1,4,0,0,0,40,38,0
51,2,138022,12,14,2,3,0,4,1,0,0,60,38,1
66,2,22313,1,7,2,2,0,4,1,0,0,20,38,0
46,2,604380,11,9,2,7,0,2,1,0,0,40,38,0
35,2,341643,9,13,4,7,2,4,1,0,0,50,38,0
26,2,305304,1,7,2,6,0,4,1,0,0,40,38,0
26,2,267431,9,13,4,11,3,2,0,0,0,20,38,0
64,2,379062,15,10,6,0,4,4,0,0,0,12,38,0
35,2,143152,15,10,2,0,5,4,0,3908,0,27,38,0
